tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
5580,0,1551900,355500,158700,143800,131900,50600,849800,100,100
5581,0,1690000,229700,130400,142700,132000,50400,1136200,100,200
5582,0,1780400,335400,168300,176200,162300,46500,1056900,200,300
5583,0,2089900,222400,166100,172000,160300,56900,1472000,100,300
5584,0,1669500,191000,177300,138500,129000,51200,1105100,200,100
5585,0,1538000,212600,147900,141700,131200,47300,894800,100,0
5586,0,1541800,229700,144500,140800,130500,47300,833900,100,100
5587,0,1542500,190700,204200,139800,130100,51300,970400,200,0
5588,0,1995500,299500,146600,151300,139500,52000,1344300,200,100
5589,0,1861200,264700,167600,154800,143800,50900,1211200,200,100
5590,0,1592200,330000,172200,147300,135400,52000,861200,100,100
5591,0,2087500,236800,162100,181900,168700,50100,1460400,200,100
5592,0,1736600,395800,221900,176600,138400,51700,901800,100,200
5593,0,1601800,244100,157200,144200,132500,44200,1014400,100,100
5594,0,1540400,206100,153400,140900,130600,43000,964900,200,200
5595,0,1418100,226800,145200,141600,130700,44000,742600,200,100
5596,0,1343700,199500,158500,141500,130700,49400,791500,200,200
5597,0,1431600,224000,233700,142900,132700,46300,782700,200,100
5598,0,1695100,200800,166000,152100,141500,51700,1085900,200,100
5599,0,1784100,328700,151700,142800,131700,44400,1099000,200,100
5600,0,1410200,182600,163500,143200,132800,52400,883800,200,100
5601,0,1651200,221600,150800,140700,130300,51100,1058900,100,100
5602,0,1571700,526600,164100,151900,136900,50300,656100,200,200
5603,0,1607000,190600,171000,145200,134700,46000,1079000,100,100
5604,0,1178200,209100,166300,143500,133300,50200,639000,200,0
5605,0,1172900,228600,136400,140100,130400,48300,650100,100,100
5606,0,1275000,184500,165600,141300,130600,46800,764400,200,100
5607,0,1346700,209200,140300,142400,132400,44800,831600,200,100
5608,0,1267300,234700,157300,144900,134600,50400,704600,200,300
5609,0,1347100,203500,177400,143300,132500,50500,782200,100,100
5610,0,1681800,223500,177100,143900,133300,50700,1080300,200,100
5611,0,1420700,179800,148300,139600,129600,43000,912800,100,200
5612,0,1147600,185000,148500,140700,130700,47800,635200,100,100
5613,0,1632100,190800,156500,141400,132200,47600,1026400,200,100
5614,0,1159000,227200,158600,141800,131000,47900,556500,200,100
5615,0,1301700,165900,155000,142000,131400,47600,787000,100,100
5616,0,1107400,225600,162700,143000,132100,49800,487600,100,100
5617,0,1370200,205700,154000,141000,130400,42300,813200,200,100
5618,0,1173800,196200,155000,137500,128100,48100,598600,100,200
5619,0,1213900,205400,143400,141700,130700,42800,673100,100,100
5620,0,1240100,208500,155600,144200,134100,50200,705300,100,0
5621,0,1641700,341800,164700,145500,133500,50800,949400,200,0
5622,0,1531100,290200,167500,144600,133900,51500,893000,200,100
5623,0,1669600,193800,162400,142100,131900,50000,1139400,100,0
5624,0,1291300,220700,168000,139100,129500,50800,730600,100,100
5625,0,1299700,206100,150500,140000,130200,49800,762000,100,100
5626,0,1433200,314800,165400,142000,131700,50100,734300,200,200
5627,0,1291900,193200,157100,138800,129200,49500,767500,200,200
5628,0,1379200,192700,165600,141200,131000,48700,816500,100,200
5629,0,1357200,212400,153500,139700,129700,44900,702200,200,100
5630,0,1168200,185100,153300,142400,132100,44400,634700,0,100
5631,0,1413200,215100,150500,144300,133000,47700,818700,100,100
5632,0,1647300,283500,174100,144000,132200,48500,993300,0,0
5633,0,1565200,205900,143700,142900,132400,50600,1023200,200,0
5634,0,1342000,308700,155700,143600,132500,50900,695100,100,200
5635,0,1877000,217100,139800,141300,131000,43400,1344900,100,100
5636,0,1230200,243100,165800,140400,130200,50200,636600,200,200
5637,0,1367100,235200,129500,139900,129500,44100,818600,200,200
5638,0,1349600,211500,154200,137600,128400,43200,737800,200,100
