tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
10908,1,1302600,350200,277500,201000,105200,175200,435100,11000,0
10909,1,1346300,343100,261200,197800,104700,174500,506500,11000,0
10910,1,1523900,359000,311700,205700,108100,174500,595600,16600,200
10911,1,1381200,350000,270200,198900,105000,174700,467200,11300,100
10912,1,1467800,334200,293300,212300,105300,176600,568600,10900,100
10913,1,1286200,329600,261400,197700,104500,175000,448200,11100,100
10914,1,1334400,341200,283000,208000,106500,174500,447200,14300,200
10915,1,1293400,342500,264000,197800,104300,174900,444400,10900,200
10916,1,1434000,381200,313100,205300,107000,180200,480100,11400,100
10917,1,1302700,344600,271800,201400,106500,174700,414600,11700,200
10918,1,1346600,339400,308900,197200,105400,174700,420800,11300,100
10919,1,1377100,340000,264000,198500,104200,175300,487300,11200,100
10920,1,2275800,343700,295800,204700,104400,174500,1356600,11000,200
10921,1,1216200,375100,240500,201600,106200,174300,339400,10800,100
10922,1,1402300,348200,298900,207300,106900,173900,507700,11700,100
10923,1,1263600,338400,246900,196700,105000,173600,433600,10800,100
10924,1,2614200,331100,308500,200500,104600,174100,1718500,11100,2900
10925,1,1766200,336000,230000,193600,104300,174700,962800,11000,200
10926,1,1387200,340200,299100,197400,104500,175000,469400,10800,100
10927,1,1178600,331800,247100,203500,103700,173300,354200,10900,200
10928,1,1427000,375500,269500,199600,104200,175500,540900,10900,200
10929,1,1734200,332200,230900,201800,104200,174100,932300,11200,200
10930,1,1457000,340200,287200,197900,104400,173800,513500,11300,200
10931,1,1265800,325800,233700,197000,104400,174700,423900,11200,100
10932,1,1437000,361300,279000,206300,108700,178700,530900,16300,100
10933,1,1558900,348700,245100,201900,106100,175300,700200,11200,0
10934,1,3456600,690400,286700,421800,105200,159800,1994500,17400,300
10935,1,2253500,654400,507900,197600,106000,174000,826900,16200,100
10936,1,1594000,334200,347000,202100,106300,175200,634400,11600,200
10937,1,1705800,571600,253900,211000,106400,174000,597400,16300,200
10938,1,1515300,337600,330800,201300,106100,174300,576500,16300,100
10939,1,2065800,622100,238200,400600,103500,158900,702600,16200,100
10940,1,2411900,502100,602800,212000,108400,177100,902400,16900,100
10941,1,1479600,369800,246700,201400,105300,176300,491800,11200,200
10942,1,1463900,343500,285000,205600,108800,179100,542400,10700,200
10943,1,2498100,623100,417200,386200,103700,156300,1031200,16600,100
10944,1,5310900,682200,672400,377200,109300,157100,3528600,17500,100
10945,1,2789600,622400,422400,376500,102900,157300,1320000,16500,100
10946,1,4935800,618400,562600,390400,117200,156400,3317000,16500,100
10947,1,2615600,343800,319700,206900,106800,175600,1698000,11500,100
10948,1,1475600,353400,288900,198300,104400,174900,581800,10600,100
10949,1,1397500,343000,232300,215900,123100,174800,553000,11100,0
10950,1,1601400,330900,264900,206000,104600,175600,739400,10900,100
10951,1,1485900,343700,252200,201700,104300,175500,621200,10800,100
10952,1,1453700,337200,271100,198300,104000,174600,518200,11100,0
10953,1,1514700,334200,240000,202700,103700,175600,692200,10700,0
10954,1,1398500,352000,256500,209000,104100,175500,498600,11200,100
10955,1,1369000,378900,246000,202700,103900,174300,496500,11200,100
10956,1,1740400,353000,257500,203500,104100,174400,854400,11000,0
10957,1,1478300,354800,238200,203700,104200,174200,633400,10900,0
10958,1,1294100,345900,251000,196200,104100,175300,466400,10700,0
10959,1,1442300,336700,240400,201700,104000,174400,588300,11000,0
10960,1,3247300,384600,245400,229100,130900,192800,2323300,11900,100
10961,1,1393200,370500,253200,204700,106200,173300,450600,11500,200
10962,1,1418400,378100,285300,196100,104700,176400,471900,11000,100
10963,1,1399100,346000,225400,199800,106600,174700,590200,15400,300
10964,1,1287700,335600,237800,196200,104700,173900,478800,11300,100
10965,1,1284700,362400,242000,201200,105800,175100,441100,11200,0
10966,1,1442900,363500,240200,203400,106500,174800,556600,16100,300
10967,1,2891500,334200,232700,200700,105100,174900,2089600,11300,200
10968,1,1197100,340200,242900,195900,105200,174700,388600,10900,200
10969,1,1326600,332200,233000,199000,104100,175400,526200,10600,100
10970,1,1342400,339700,241900,199500,104300,175600,528400,11000,100
10971,1,1519300,371100,246800,202000,108000,174500,617800,16700,0
10972,1,1505200,350100,572000,193600,107300,174100,331500,11900,100
10973,1,1206000,338300,228300,202900,104700,174200,390000,11000,0
10974,1,2679900,351300,489700,207000,106400,175500,1580300,15700,100
10975,1,1308600,346000,248200,198000,104600,175400,479300,11200,100
10976,1,1558000,367100,479500,211200,104400,173800,466600,11100,200
10977,1,1846300,892400,233400,203100,104100,178700,478900,10800,0
10978,1,2687700,345300,468200,200000,104300,175700,1606400,11200,100
10979,1,2514700,359300,320400,212600,104200,172900,1541800,11600,0
10980,1,2929600,842900,333000,200000,108100,174500,1468500,16700,100
10981,1,2530400,344800,320800,207100,105100,174700,1607400,11800,100
10982,1,2467000,363200,322100,203000,105000,174900,1535700,11100,100
10983,1,2089200,411700,420800,226200,122900,187700,978900,11100,100
10984,1,2364000,358900,389400,209000,106000,174500,1356100,11600,0
10985,1,2016300,350000,460500,206500,104900,173700,926600,11800,100
10986,1,2006200,370200,428500,211000,104900,174700,888800,11300,100
10987,1,2911000,414000,422200,202000,104500,174700,1816400,11000,100
