tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
3374,4,2493300,425000,106400,587100,196700,577000,1057000,261700,200
3375,4,2288200,386400,101000,496000,196700,486700,871300,266200,100
3376,4,3480500,407100,127100,502900,198600,491200,1993400,263700,100
3377,4,5570300,529000,112600,693000,286600,683500,3759100,402400,100
3378,4,2725000,465500,170500,533500,254700,525800,1102600,330500,100
3379,4,2260800,408200,118800,507000,215700,494000,840100,304300,0
3380,4,2442900,450600,140500,599400,202200,589900,910200,295100,100
3381,4,2346300,554500,120200,505900,202200,492100,753300,297000,100
3382,4,2543500,411200,135500,500700,239600,486100,1114600,283700,200
3383,4,2285300,384200,108300,498500,195600,486800,982600,275500,200
3384,4,3029300,465500,282900,552800,222400,538300,1252700,315400,100
3385,4,2274600,404700,102300,508300,202000,494700,894300,292400,100
3386,4,3750700,421800,107000,837700,303200,825200,2055600,291600,100
3387,4,2475500,429100,122800,523200,234800,508900,1074000,297500,200
3388,4,2370000,422100,128600,591000,242700,581800,906900,283600,200
3389,4,2125400,382400,110800,491300,195700,484800,817000,268700,300
3390,4,2268200,408800,120100,516500,207500,503700,834600,329700,0
3391,4,2079300,385200,97400,486200,194700,478600,791000,266400,200
3392,4,2178200,378800,127400,491600,193200,483700,868500,261800,200
3393,4,1957000,374100,94900,476600,191000,469700,714500,257100,200
3394,4,2367000,439700,101300,602900,249200,590500,771500,366300,0
3395,4,2135900,440800,101700,498200,204700,490900,765400,275300,200
3396,4,2452700,434600,108300,498400,201400,487600,898600,388200,200
3397,4,3450700,418300,99200,503100,201900,496000,1874600,509000,100
3398,4,2741200,398700,111400,706000,255500,692800,1049100,376000,100
3399,4,3330500,1208300,94100,525900,232400,512400,1083500,363400,100
3400,4,4651500,483800,106300,641000,264600,632500,3017400,368200,100
3401,4,4369000,1619200,112700,638300,265700,624000,1645200,316300,0
3402,4,5774500,653900,108600,803400,225800,787700,3803800,361600,0
3403,4,3714800,515300,118100,564000,268600,554200,2116900,345500,100
3404,4,5126000,630300,130300,629500,259700,615400,3180600,482800,200
3405,4,3156300,449900,125700,636200,270000,622300,1558500,319000,0
3406,4,3703900,458700,120600,628500,274000,615500,2075100,322400,200
