fileName,run,wholeUpdate_average,controlBehaviorUpdate_average,transportLinesUpdate_average,electricHeatFluidCircuitUpdate_average,electricNetworkUpdate_average,fluidFlowUpdate_average,entityUpdate_average,trains_average,spacePlatforms_average
09_jobo,4,1299008.6887217204,189844.18747727844,84511.73970189322,90892.60885371515,79589.12721272967,44000.830560138704,877684.5717162113,6014.558572667021,122.85298805895019
09_jobo,5,1308035.3673201152,188683.12033334267,83543.94418188428,99223.16899242149,80988.55952347661,46351.22906121536,881816.0770715065,6388.288263094605,123.84574512710087
09_jobo,6,1317751.427612629,190965.87712184346,85568.49464470483,99875.24818926703,80916.61120277413,46369.31122234962,884396.1268491849,6315.811404122039,124.92239715875724
09_jobo,7,1315258.2538661596,187882.6057775665,83892.09429793898,99532.39184540954,80973.01937973656,46215.238121871414,887372.3845745127,6246.542129254174,126.23675158701306
09_jobo,8,1315517.013898599,190591.43991722364,84183.89216700691,100414.2901087838,80638.67837467491,46389.272630666404,885417.2739729858,6319.81319388126,122.67960513437177
09_jobo,9,1311024.4218238764,188932.35549092537,84811.93266030929,98679.56318689001,80620.19351771582,46164.8843647753,881660.9245224978,6196.042954221315,138.7259151542269
08_lady_meyneth,0,1174997.869067927,120930.16023938029,84241.4972454487,117438.11348192063,104018.059789144,107773.44724405045,792287.4856679437,11294.806901758997,127.93702284739506
08_lady_meyneth,1,1217510.5875443944,126469.93484157835,89611.7956318689,133871.15970804554,108572.8795547974,122395.42492799016,807111.5523364748,11902.435750440449,132.50090886210464
08_lady_meyneth,2,1220634.659805923,127467.74797952962,89679.26396152018,134470.6060012864,109070.37948488492,122957.1967896194,808421.1918677816,11973.080902709808,125.71100981571072
08_lady_meyneth,3,1214472.1440756174,124871.37224195307,88450.02656673844,133555.49372186023,108715.28845884952,122158.44123157806,806821.7763360273,11806.770323554909,127.444839061495
08_lady_meyneth,4,1199134.0977096674,124536.46354763836,88963.3239184541,133664.21600156603,108657.13806314494,122198.00609636735,793592.3599653235,11414.376800246091,125.40619144830671
08_lady_meyneth,5,1221650.3901115803,127138.2728823513,90001.35350541123,134214.43552672054,109064.24396655387,122668.34083727174,809741.5699544171,11939.824939176151,131.79898766744037
08_lady_meyneth,6,1207689.8235409267,126990.73799602897,90118.59392041164,133915.5121787522,109569.83416762213,122289.59422802652,795926.611482424,11919.474817528455,126.04099667216644
08_lady_meyneth,7,1258823.059928969,129063.58399284097,91855.38465840767,136039.01675102772,109354.2101289186,124092.4130988003,836595.9255012724,11962.677927235101,129.61212561872534
08_lady_meyneth,8,1213840.9351491933,125152.8510305098,88903.06775916553,133792.75706815068,108803.37537403172,122334.55074247043,806321.4659246623,11400.665566710479,123.86811711736905
08_lady_meyneth,9,1213971.2016555273,126473.89188735702,89640.47372689394,135322.5705416818,109357.84278083839,123687.08017562013,802869.5209597584,11364.627086887218,122.61248916356722
06_imp,0,1447363.8608462205,54030.990799519,85099.57213568612,217755.90760368019,131520.61299253334,207723.66397270618,1042826.6869878912,151.38286864845213,124.92519365754076
06_imp,1,1454125.86202075,54215.783439134204,83940.01510109344,218290.97569842558,131341.98383623702,208206.92972398558,1046639.2236919377,159.97930590900194,122.20699683995637
06_imp,2,1459397.2538381945,54417.562012360526,85380.33502055427,218705.21547023128,131664.65225537628,208646.10028244636,1052072.2419530747,157.35619005005734,122.1258983752342
06_imp,3,1453436.5754075898,55322.94247602002,84406.51304566683,218238.21695237563,131403.0425906765,208203.40613551834,1046212.6178025112,160.9692664783691,126.12489163567214
06_imp,4,1452394.974691686,53990.49749713359,83781.22151066865,218384.54095472468,131713.92097094437,208298.19625828462,1048095.117313124,149.3498140328309,124.42741687407366
06_imp,5,1443350.885091865,54670.88565116474,84203.11529964485,217722.8250230711,131238.38474230265,207725.83405576219,1039774.112810761,161.6488156827652,122.60409966721664
06_imp,6,1450837.3668167454,53810.51203892726,84511.00981571073,217913.50429262564,131564.37260549792,207884.06834643026,1046680.5755194497,158.11963421795912,120.87027042143237
06_imp,7,1466233.625101373,54404.591851002544,84574.02332279985,218200.7298861825,131862.1382029699,208194.36785145,1057136.3125367041,157.91548980676194,132.72462876478647
06_imp,8,1447655.4377918846,53769.58527923041,84291.25255180514,217702.9531027154,131342.72490841468,207729.53941665034,1042912.4695880758,158.589446013591,122.97323750664168
06_imp,9,1447840.8428647334,55184.41511227943,84599.0491904136,218847.89843116418,131457.9266758019,208816.12461198578,1041489.6361755083,159.76117900388712,128.47115411504797
05_derantrix,0,1514420.668922509,178574.87625492882,108233.71179283537,80669.21893788976,69311.6278419419,51214.39357923879,1086464.3362510137,9157.07933667049,129.87779300316004
05_derantrix,1,1521955.899214184,181963.83847423026,110194.49928689281,80885.5560837831,69471.554014374,50950.638999972034,1087888.9538298051,8956.752146312816,131.877289633379
05_derantrix,2,1524282.0492743086,179562.65835174362,108999.6448446545,80924.44699236556,69506.47389468386,50680.23155009928,1088266.682513493,8986.031488576302,128.06566179143712
05_derantrix,3,1508677.7706311697,179932.3135434436,110106.03764087362,78362.73385721077,66849.72174837104,47342.67736793534,1079826.8883358035,8830.098716407058,128.99130288878325
05_derantrix,4,1513075.857826002,179642.733297911,109563.36866243463,80664.26354204536,69249.65183590144,50917.556419362954,1081858.1643781986,8949.925892782237,132.1205850275455
05_derantrix,5,1495195.0585866496,179198.78072653039,109913.6776755502,80841.58393691099,69488.40571604352,50703.31664755726,1065321.4239771806,9194.11896305825,147.53488632232444
05_derantrix,6,1509674.0037473084,179342.83117536842,109495.66263038675,80676.8673620627,69262.13820296989,50850.31740261193,1079236.3153332027,8997.20629771526,123.18017841662238
05_derantrix,7,1504922.2992812998,180078.87804468806,109591.41474873459,80600.43905030901,69143.87706591348,50989.787186442576,1075297.776783467,8901.32554042339,131.7178892027182
05_derantrix,8,1504484.7758606225,178345.29209429794,109079.04303811627,80883.07558936212,69443.14997622976,51012.623395508825,1076136.715232529,8996.22193014346,130.32802930730725
05_derantrix,9,1543211.9578287983,180592.5641097346,110509.33191644061,78336.8634469644,66911.02659470343,47445.07117089404,1113095.8975362845,9459.987695405352,126.18361811012612
01_undertow,0,1299399.4994267176,75921.49948264772,108095.93389076876,87534.83598534635,76663.46374339327,59920.596213540644,982103.4313040074,164.1404960988842,123.46262479375821
01_undertow,1,1286055.6223608044,76093.22408344752,108876.02561592885,87701.89602617522,76956.92273273862,60310.53720741632,968694.8712212311,164.37540199670013,124.72104924634358
01_undertow,2,1300564.1321066024,77292.68715568108,109483.6237031237,87719.96420481557,76928.5466595822,60385.813361671186,979463.4833188847,160.16107832993092,125.6103358595039
01_undertow,3,1291182.2394362257,75602.61472636259,107510.760927319,87837.71917559215,77139.65435275035,60042.822785872086,974332.8868256942,157.41771302329482,128.33692217343886
01_undertow,4,1280263.351883442,75733.11334209569,106886.62714281719,87431.03833999833,76587.17246007998,60049.17083811069,965260.314885763,156.85002377023966,128.65292653597695
01_undertow,5,1289773.8583293715,76032.77216924411,108735.99373584273,87419.61464246763,76673.50037752734,59892.0747224475,972223.6248217232,169.12665342990576,124.81053720741632
01_undertow,6,1282342.7137224195,74938.23093486954,106793.2800134232,87293.40585586845,76498.52065214352,59695.810844822285,968449.7525098576,165.331804580665,127.08129421963702
01_undertow,7,1296395.3074750411,74601.17452948909,107550.51595402556,87597.55026706563,76853.21737185045,60008.93761011214,980798.2270197712,163.7042422886546,126.23115858944601
01_undertow,8,1297949.5875164294,76074.16314773903,108267.39841718168,87876.47305573423,76997.3684946447,59838.82099611287,979774.5043205906,161.9284655611175,127.08688721720407
01_undertow,9,1296420.694090998,75936.82149948264,107120.44799910512,87823.58567074023,77037.90094801309,60206.862608014766,979654.6995162057,152.96009396235914,123.08230095919909
00_baseline,0,1714127.2043401662,56752.716798568195,147523.2556838838,86726.01303168433,77072.53838194581,68120.88704941413,1369275.002097374,151.98131938812605,128.3676836600576
00_baseline,1,1730977.6755502112,56312.95338236528,148689.09365474427,87605.77197348919,77855.83209821304,68535.49036606168,1380865.183590145,156.0418356218015,128.55225257977014
00_baseline,2,1715151.2150787215,56158.337761123075,146951.05567829078,86851.75200648788,77165.68695992617,68226.34861153836,1371429.9253334824,148.94152521043654,131.7402611929864
00_baseline,3,1719992.9388405716,58032.20727648983,147287.28711653012,87026.80723733886,77130.11269890098,68744.2294247602,1373389.7592214548,158.82155541262338,128.55784557733716
00_baseline,4,1689177.818171649,55783.81666153975,144984.14105539865,86325.24958751643,76687.83523029168,68072.20559859056,1349558.5167370453,155.76498224223272,130.13507089124417
00_baseline,5,1701461.2936603373,56579.84563326715,146739.72706171873,86734.59828294975,77020.88145641657,67971.27436449565,1358288.3917335495,160.1359098408792,124.97273413686065
00_baseline,6,1712345.8094465728,57065.47442601863,148037.52621717608,86852.90416398669,77140.62194132946,68292.29005285383,1365507.6652031657,146.18977040744988,127.49797253838194
00_baseline,7,1708788.0673396906,56953.28169132247,147996.1464246763,86987.52202242792,77156.99823820576,68222.63206465504,1363211.6166559467,156.19564305489527,126.06896166000168
00_baseline,8,1738211.5075924941,56609.66749629464,148287.33465700943,86969.56011074135,77117.69344780335,68676.57932268799,1391873.8387538802,160.5218266730054,130.63284767471126
00_baseline,9,1726791.7363460946,56774.96853938868,147901.8512821947,87282.20867473923,77488.61824995106,68243.95257138064,1379672.278307559,162.77300819374145,129.5450096479208
