tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate
3188,1,7715700,37800,112400,232900,214900,222000,7279200
3189,1,5892600,36000,130700,231300,178700,220700,5444800
3190,1,7062000,40400,118300,227800,211500,217600,6570800
3191,1,9952700,39300,124800,226900,220000,199500,9501300
3192,1,9973700,49900,131500,220800,215000,199200,9520000
3193,1,7621200,28000,111900,225100,215900,222500,7211600
3194,1,7436900,38500,138700,234500,218500,227900,6976300
3195,1,7637700,51600,117300,223500,217700,218700,7181100
3196,1,8578700,76200,112100,302500,235900,297500,8027700
3197,1,7670000,54100,106900,220700,207600,214900,7204300
3198,1,8194400,53500,117800,213300,206700,153500,7689900
3199,1,10453100,74500,118000,196200,161700,183900,9947400
3200,1,11190300,35800,105100,241100,177200,229100,10733200
3201,1,9527000,65100,125100,234500,173700,222300,8989400
3202,1,7405500,31800,114600,225200,213400,218400,6912000
3203,1,8535300,48400,128800,219200,212900,173300,8085900
3204,1,9955200,29200,134800,207200,187000,197600,9534600
3205,1,7548200,27200,113000,203200,170900,195400,7154600
3206,1,8341900,58200,108700,187800,180300,185600,7854200
3207,1,7524500,46400,106900,236900,231000,187200,6985600
3208,1,10180900,62400,108200,225400,216900,205600,9738900
3209,1,7973800,21000,126200,220200,162000,212900,7536400
3210,1,8277500,36600,128000,233000,213700,227100,7800500
3211,1,6086200,67000,119200,214900,209600,163500,5555500
3212,1,7158700,24400,120600,195200,176900,189500,6722100
3213,1,5791900,57600,100500,220000,178400,213500,5347800
3214,1,6562900,26100,113500,208000,200300,205000,6137200
3215,1,9142900,87300,116800,220000,207200,211000,8661600
3216,1,10060400,80700,130100,211600,182100,202100,9526900
3217,1,7365300,37000,114600,209800,203600,161900,6940600
3218,1,7784100,35300,124200,204700,181300,193000,7325500
3219,1,7456500,68400,110800,197300,191900,187300,7002600
3220,1,8518800,37500,123600,207300,179000,197300,8112400
3221,1,7793300,65100,101800,208300,182500,202300,7377000
3222,1,8070900,43000,119200,210300,179300,201800,7655400
3223,1,11130100,52500,113800,232000,221600,161400,10694600
3224,1,12499500,30600,121400,235800,218500,230500,12063600
3225,1,9142900,36800,115600,227400,220300,182400,8711500
3226,1,7725300,40000,120800,236200,217000,224200,7236100
3227,1,7743300,47500,100900,219900,210200,216300,7327700
3228,1,9289100,36800,122500,202000,180000,193000,8874800
3229,1,8122400,24000,128500,220800,211900,185500,7687500
3230,1,8744600,29000,137500,213500,207500,194400,8287000
3231,1,11591300,74000,112900,219100,212100,198800,11068500
3232,1,11790500,23700,106300,250400,223500,244000,11341100
3233,1,8902900,36400,128600,235800,165700,225500,8433900
3234,1,7807200,74400,126800,217400,214300,209500,7321000
3235,1,7299700,30100,116100,341200,272000,336600,6765400
3236,1,8852500,69400,137700,226000,219500,167300,8365000
3237,1,7855000,30900,121600,237600,219700,227800,7405000
3238,1,8424100,24500,122500,226000,222000,219000,7890800
3239,1,7181000,24900,118700,219100,210600,189200,6747400
3240,1,9152100,43000,135600,238300,219300,228800,8678600
3241,1,7834100,66100,144000,212500,185400,200200,7362300
3242,1,7954700,30800,122300,227500,174500,218700,7457500
3243,1,6005300,82700,122600,228200,170800,218500,5473200
3244,1,7571900,26000,108000,215600,209300,209000,7171900
3245,1,5306100,22100,114200,218500,166900,210900,4898000
3246,1,7476800,42400,119400,214600,206200,204400,6991700
3247,1,9457200,85600,117000,203000,176500,195600,8988500
3248,1,15683600,63000,128900,265200,239500,258300,15188500
3249,1,7736000,40300,131600,234000,215200,227800,7269400
3250,1,7244500,40600,119200,224600,208000,216600,6758500
3251,1,8785600,63400,129400,232800,180500,226200,8287500
3252,1,8788100,38500,121600,230100,221100,222200,8355800
3253,1,7675200,41600,140700,235500,220000,226100,7205400
3254,1,8392900,59300,132100,240300,234200,218900,7901100
3255,1,11322700,77800,125200,230100,168400,222800,10828600
3256,1,12818000,83900,120700,241400,213000,231100,12302600
3257,1,8807600,79700,175400,235400,211000,223900,8237600
3258,1,7917700,44300,122100,220600,214100,217000,7400200
3259,1,8139000,62900,127700,209500,201400,150300,7632200
3260,1,8754100,21800,126400,222300,205900,216200,8308700
3261,1,8210600,38600,139300,220000,214400,160700,7684800
3262,1,8021900,45900,121500,220500,215100,163800,7530000
3263,1,10846100,31600,122300,245100,218500,235400,10398800
3264,1,12481500,50800,122400,221200,211800,202000,12024100
3265,1,8455700,44800,127500,225500,217600,168300,8012000
3266,1,7604000,34800,114000,216700,171100,209200,7183500
3267,1,7806400,65700,129200,219600,213500,202800,7333500
3268,1,9212700,58400,115800,222300,205500,216000,8758100
3269,1,7918400,70600,114900,230200,218500,217700,7419600
3270,1,9159200,39500,125400,231000,160300,219900,8677800
3271,1,7621100,68900,134900,185100,171600,179200,7147700
3272,1,9564700,58600,126900,216600,209300,210600,9101600
3273,1,8481400,55700,110200,210600,202900,153000,7965400
3274,1,7301800,41600,104800,220700,177700,210500,6781900
3275,1,5703200,55100,119900,205900,202700,199300,5261900
3276,1,7626900,30000,114200,216400,208500,214000,7157500
3277,1,5559900,27900,119700,215400,209200,193700,5126200
3278,1,7307700,68400,124500,221300,202300,212600,6792700
3279,1,10201800,68500,110500,221400,215700,198400,9723800
3280,1,9839400,63400,105800,239800,205800,233400,9388100
3281,1,7398600,92400,119100,231700,157800,220600,6903000
3282,1,8159700,75100,134400,215100,209000,212100,7673600
3283,1,8165400,31200,122300,228500,208100,222100,7727400
3284,1,9624400,45600,129300,221600,205200,214200,9168100
3285,1,7800000,87700,117800,227900,165600,216700,7303600
3286,1,9128500,45000,118600,226600,182000,214600,8622500
3287,1,10403900,20700,109300,206100,203600,195400,10018100
3288,1,12464600,84200,122000,223800,216800,220400,11982000
3289,1,8451500,48200,130100,242100,170500,232800,7964100
3290,1,8291400,62100,115700,236200,226300,227400,7802700
3291,1,7796600,26900,152200,221300,214100,218300,7171700
3292,1,9026300,41500,132000,213100,206000,174900,8436100
3293,1,8064100,73900,115600,222200,179500,212700,7583600
3294,1,8579600,21000,110100,219800,203400,212200,8160200
3295,1,7691500,56800,114000,301100,237100,295700,7146800
3296,1,10132000,79300,123300,212600,205800,156400,9653700
3297,1,7834100,73800,133900,206500,201400,186500,7355300
3298,1,7547000,36400,118800,225700,209500,220000,7021000
3299,1,5807000,60800,117900,182000,176600,156300,5365700
3300,1,7573100,20500,134800,210800,200400,207700,7148800
3301,1,5595700,28700,137900,235400,217100,225600,5143800
3302,1,7151800,26500,123500,214600,208800,205100,6735400
3303,1,9801500,28800,124800,210400,181000,201400,9384300
3304,1,10536500,46800,130800,234600,189000,227200,9990100
3305,1,7104400,67300,124300,217000,209700,201200,6577700
3306,1,8835300,54800,116300,205000,174500,196100,8357300
3307,1,8084500,79000,118900,214900,208900,193100,7606200
3308,1,9034100,75300,111800,227700,208600,216200,8577300
3309,1,7539300,45400,114200,228400,212300,218000,7099200
3310,1,8873000,33500,120100,215200,187400,209300,8405000
3311,1,10283600,77000,118600,235600,175100,226400,9806000
3312,1,11799500,55600,116500,242400,204700,231600,11346800
3313,1,9639600,32500,129900,241600,168900,230200,9186500
3314,1,7646700,69800,130900,211200,202200,208100,7187400
3315,1,7536700,31700,130400,217000,211600,214300,7103400
3316,1,8762300,42500,125800,217000,174200,209800,8320000
3317,1,7358500,30400,97700,228100,211900,219100,6953200
3318,1,8995800,36900,127500,237400,211700,227900,8498400
3319,1,11882600,73300,135300,223400,217100,174000,11361200
3320,1,12398000,91800,118400,208800,181100,201200,11924600
3321,1,9301900,35800,119200,233200,211800,227100,8815200
3322,1,7143100,65300,130100,180800,174800,153000,6657100
3323,1,8020600,66700,106500,233300,204900,223900,7567400
3324,1,9412500,33200,138100,219300,213700,216300,8970900
3325,1,7574800,21900,125700,209300,203700,205100,7168700
3326,1,8306300,62100,114800,211700,206100,176800,7863000
3327,1,7101900,35400,111100,207100,202900,179900,6710000
3328,1,10020600,36400,116700,211400,208200,204700,9615900
3329,1,7514500,64300,129100,216700,209100,213700,7041200
3330,1,8048900,68200,140800,237200,210100,227600,7521200
3331,1,6142600,61600,117700,216000,206800,210100,5670400
3332,1,7673500,71400,116300,212500,206100,163800,7215300
3333,1,5666100,27100,117100,223000,210400,213700,5228900
3334,1,7096000,58400,117600,222500,205700,215200,6597500
3335,1,10044100,31000,118600,292900,285500,230000,9459300
3336,1,11712200,35100,141100,262800,215600,254200,11087500
3337,1,8528800,69000,136700,215500,186900,207600,8005300
3338,1,8186500,29200,115000,233500,166000,223400,7696500
3339,1,8123800,73800,122400,178800,173400,144200,7652500
3340,1,8931900,46600,112100,352100,272200,345800,8373100
3341,1,7931200,75400,124200,226100,191400,215100,7447300
3342,1,8588200,60100,121400,239500,183700,227000,8112100
3343,1,12052600,42400,123400,249900,215300,243400,11574800
3344,1,12873600,52100,117000,244300,162800,232100,12396500
3345,1,9594900,45100,132400,241300,168900,229100,9113300
3346,1,7803700,28300,123400,246100,201100,233800,7296500
3347,1,7890200,26300,120300,242400,216200,232300,7450500
3348,1,9473500,62400,148100,223900,216100,201800,8981300
3349,1,7675700,36300,131100,200400,174700,191200,7243900
3350,1,8224000,64100,124600,223800,218500,220100,7745700
3351,1,11298900,39600,118300,239500,222100,232700,10795800
3352,1,11341600,45100,119400,190900,184800,170500,10897700
3353,1,8744000,42500,128800,250300,216500,241700,8259700
3354,1,7451100,25300,121100,189600,182700,186300,7050600
3355,1,8187900,20600,115800,225000,217900,206400,7749900
3356,1,9044800,63700,118500,201800,180300,193200,8575200
3357,1,8076100,29300,115200,225900,185200,219800,7627200
3358,1,8614100,40200,122600,215800,209900,163700,8060100
3359,1,7364300,62700,121000,221500,218900,213500,6876500
3360,1,9380700,26400,118100,241100,218800,234600,8935900
3361,1,8298600,48500,124400,226900,162100,216400,7831400
3362,1,7685000,71400,128300,177300,170300,159300,7241800
3363,1,5614900,63100,121100,206300,201000,157600,5172500
3364,1,7649700,81200,117200,221300,210700,210600,7162500
3365,1,5658900,47200,126100,221100,205800,211700,5188100
3366,1,7067700,50500,120000,209800,201900,185100,6499200
3367,1,8604700,19300,102100,230800,184800,221600,8113200
3368,1,15899600,82000,116400,232500,179300,222600,15409600
3369,1,8680100,31600,110400,210100,180600,200600,8252100
3370,1,7482900,36600,128900,216900,209700,213700,6989300
3371,1,8693400,35500,127000,214900,189600,204000,8253600
3372,1,9609400,55500,113900,237100,220600,230300,9152500
3373,1,8166700,39700,135000,246600,220400,234100,7688200
3374,1,8530900,24200,151600,229300,211400,223000,8067800
3375,1,11249600,36200,131000,244700,219800,235300,10767500
3376,1,11486500,31200,124400,239800,215000,229100,10951900
3377,1,9130600,40900,136600,219700,191000,210600,8548600
3378,1,7720500,39500,112900,222700,217100,216800,7245000
3379,1,7522900,70700,119000,192700,175800,186300,7047300
3380,1,9673300,30600,108400,246100,219000,233200,9224200
3381,1,8339600,84800,107000,209500,182100,199300,7837000
3382,1,8553000,36700,105800,346000,255300,322400,7941500
3383,1,7932100,34400,128200,234200,166500,222800,7487400
3384,1,10833900,74200,137600,217700,211500,161900,10350400
3385,1,7525600,66900,140000,230600,185100,224400,7041500
3386,1,8029800,37700,115900,223000,206400,213100,7600100
3387,1,5605300,52100,109800,214800,208300,152300,5181300
3388,1,7436900,35500,127200,218600,199500,210300,7013400
3389,1,5294200,55100,115600,180800,157400,175000,4889600
3390,1,7475900,36300,103200,218400,203400,213600,7052800
3391,1,9429700,27700,117100,239600,218300,229100,8982100
3392,1,10319900,51400,118800,223200,216700,181100,9866900
3393,1,8298700,39400,116200,234000,219800,226000,7837300
3394,1,7449700,76600,124500,212300,205400,208600,6928500
3395,1,8056700,21600,113500,213900,207100,210800,7637000
3396,1,9163500,26300,131300,215600,208800,197600,8664200
3397,1,7661700,77300,126400,222700,213000,164200,7089500
3398,1,8658000,38500,115900,214900,208700,153200,8128600
3399,1,11085700,80800,117200,223300,213000,157900,10587400
3400,1,11136000,34700,114700,239600,164800,228200,10704700
3401,1,8818000,49600,121800,231900,171000,221300,8371000
3402,1,7304900,56400,111900,235200,218700,225600,6862100
3403,1,7989700,34100,131000,238000,221200,229500,7545000
3404,1,8884800,36500,116400,283600,236900,277800,8399300
3405,1,7527000,69400,129200,194800,188800,163500,7081100
3406,1,8717700,75700,110700,316300,305900,210700,8138300
3407,1,10742700,66400,126900,237300,217800,230500,10272200
3408,1,12451000,33900,123200,246800,177600,235800,12003500
3409,1,8783000,60100,137600,236800,215800,231100,8294400
3410,1,7232400,72000,129400,226200,158100,216000,6754100
3411,1,7724000,66500,115500,232700,226900,171100,7220600
3412,1,9063600,82600,120500,205800,183100,196300,8593700
3413,1,8333200,39600,119300,230200,188000,218600,7891000
3414,1,8367100,60500,111300,210800,203600,161000,7912900
3415,1,7230300,97700,106100,214900,200500,205900,6755200
3416,1,9691800,29700,136800,221700,212400,219000,9242000
3417,1,7472900,53000,134400,231000,215400,221500,6982800
3418,1,8499800,21400,116700,227600,212300,220200,7977600
3419,1,6574200,79800,117500,223200,180500,212000,6032400
3420,1,7295200,54200,127600,212500,205900,162900,6834900
3421,1,5645600,71300,123100,217000,201100,208800,5167000
3422,1,6647600,50700,110900,209400,203900,149000,6223700
3423,1,9526300,38000,112000,215100,209200,196600,9090200
3424,1,10982600,48400,111800,235200,178500,228500,10516800
3425,1,7238500,43400,109400,237700,203200,228900,6785300
3426,1,7714300,62600,119500,224000,215200,154100,7208100
3427,1,7790200,31800,164700,225500,220600,163100,7293800
3428,1,8944500,53200,112800,195200,188000,188700,8463200
3429,1,8395200,21700,124300,216200,206100,213500,7902000
3430,1,8619800,82500,124600,225300,215200,160600,8082600
3431,1,10537500,49500,122700,227100,188600,217300,10079200
3432,1,12395100,31600,117000,357400,270800,350000,11832800
3433,1,9501800,77000,137600,236500,194900,227400,8995400
3434,1,7085400,65300,109400,242500,232600,229100,6585000
3435,1,7333300,98900,131100,214500,207500,205600,6822900
3436,1,9233200,48400,116600,347900,271500,341300,8650500
3437,1,8241600,36800,114500,216800,195900,208700,7799900
3438,1,8604900,66300,119100,198800,175300,189100,8098000
3439,1,11006100,23600,103800,240800,210100,234200,10546300
3440,1,12406400,34700,137700,244700,221100,237200,11914000
3441,1,9392100,44600,104600,236400,161100,224900,8902600
3442,1,7698200,43500,119600,249600,224300,238500,7177300
3443,1,8197800,40800,119500,219800,196100,208200,7771500
3444,1,9590000,126900,125800,230300,180400,221300,9060100
3445,1,7422700,38000,132900,213100,202700,209800,6987800
3446,1,8139100,26300,120700,210900,204700,207200,7718100
3447,1,8656700,26600,124300,228200,219700,209200,8215900
3448,1,10663400,39300,131300,229800,214100,221700,10192600
3449,1,7513300,22600,127800,222600,205000,216500,7051900
3450,1,7851900,67200,120900,204900,202300,192500,7365000
3451,1,5810100,45000,119300,207700,200000,149800,5377800
3452,1,7818100,37400,103800,220100,213800,158700,7390800
3453,1,5867900,67100,121000,174900,170300,150400,5422900
3454,1,6791600,46000,119800,216900,211700,211700,6314900
3455,1,9199500,46000,114200,230000,223400,158100,8731400
3456,1,10368400,28700,118800,352900,273200,347600,9742000
3457,1,7544000,54700,109200,255900,229100,244400,7041800
3458,1,7393800,63000,123600,191600,185600,170300,6894800
3459,1,8233600,62300,105800,210800,204500,161100,7688800
3460,1,8985000,64100,133900,187300,180400,162900,8492900
3461,1,8347900,68600,108600,240000,219900,228600,7803300
3462,1,8438600,33300,142400,224300,215800,221800,7878000
3463,1,11748800,29700,152900,236100,213900,230400,11289300
3464,1,12989600,63100,136300,224000,215600,171200,12513700
3465,1,8317100,24400,125900,238400,222100,230100,7866900
3466,1,7813600,46600,135700,219800,213000,157600,7307100
3467,1,7854400,29900,130000,234000,197500,227200,7411500
3468,1,8724400,67200,122000,207300,202200,165700,8285600
3469,1,7713700,37100,121600,225900,204600,215300,7273800
3470,1,8753800,32500,122900,213700,208200,211200,8314500
3471,1,7615000,60200,121200,294800,229300,289700,7042500
3472,1,9460500,35000,108700,199900,181900,193600,9050200
3473,1,8633800,39700,135800,239800,220400,230300,8168900
3474,1,7866100,55700,120400,206600,203300,196600,7438300
3475,1,5823000,91900,112200,222400,213000,213900,5335300
3476,1,7309200,31300,152200,210500,205200,151800,6843700
3477,1,6257600,71600,114500,231500,209100,220200,5769200
3478,1,7422300,38700,115700,209700,203100,206900,6886700
3479,1,8805200,25800,109500,213800,208700,210900,8379100
3480,1,9475000,35200,119900,234800,204200,224700,9035500
3481,1,8170000,32500,117900,239900,162500,229800,7725000
3482,1,6887300,25300,105800,223600,205900,215600,6495200
3483,1,7935900,42700,119900,228300,212000,221000,7494000
3484,1,9840300,60000,140000,217900,211800,155100,9361800
3485,1,7818500,46600,113600,212100,206200,157600,7386900
3486,1,8553100,22600,139500,201900,180900,194200,8069300
3487,1,10956700,33300,120600,243600,224600,233500,10495800
3488,1,16678900,42600,132500,368900,293600,361700,16085900
3489,1,9759700,50300,183100,200200,188700,164000,9253100
3490,1,8468900,25300,110100,227100,222500,219200,7923600
3491,1,8375400,52300,131200,236300,213200,230200,7820700
3492,1,8815100,25900,129000,203800,180200,198400,8408800
3493,1,7250900,45400,114600,331000,263000,325500,6723100
3494,1,7780200,23300,96000,289700,207400,277800,7332100
3495,1,11359200,42400,126000,218400,210100,215600,10921600
3496,1,12194300,37200,118800,240500,222200,231900,11738600
3497,1,8207000,35400,127100,206500,179400,198800,7786600
3498,1,7855200,32500,133500,231900,164000,220800,7357100
3499,1,7294500,26100,111100,185700,178500,180300,6880800
3500,1,8443400,24000,106600,234800,216300,227300,8026600
3501,1,7537700,56700,117100,227300,167300,216600,7030900
3502,1,8343100,40800,151100,345500,273200,340700,7715500
3503,1,7695400,67600,121800,234800,191700,225100,7242500
3504,1,10267600,53100,141000,226800,206600,221300,9811600
3505,1,7233600,35300,124100,231400,178400,223200,6788500
3506,1,7635200,62900,135100,177600,171800,161200,7192000
3507,1,5743600,56600,107600,194600,174800,189100,5322000
3508,1,7610700,27800,105300,251900,246500,226700,7166500
3509,1,5781200,65600,113200,206700,190900,200700,5328500
3510,1,7727000,21500,114900,211600,203100,209300,7298500
3511,1,9647300,31400,111400,236500,174000,225400,9185500
3512,1,10529100,50100,230200,229300,217200,222900,9943600
3513,1,7970100,58600,117500,231000,210100,221800,7496900
3514,1,7468000,43000,113200,213700,173200,206200,6996900
3515,1,8006600,77900,143000,220500,214800,158000,7493800
3516,1,8626100,22300,121300,224400,182700,216900,8155400
3517,1,7677800,65900,126800,210700,202700,187500,7172600
3518,1,8010800,29900,116800,223900,209100,214000,7531600
3519,1,11412800,25300,128600,227700,218300,218000,10938100
3520,1,11534000,50300,130800,241800,213000,234500,11055100
3521,1,9772700,61400,125600,218800,180600,209900,9218400
3522,1,7790300,70600,107600,236200,212500,227300,7263200
3523,1,8266300,29100,121700,356900,276800,350300,7695300
3524,1,9182400,33600,121000,242000,218400,230700,8723600
3525,1,8083400,55900,129000,173000,166600,164500,7657400
3526,1,8207000,55900,121400,218500,210900,190700,7717300
3527,1,10366300,68900,135400,223600,217300,205500,9887600
3528,1,12456900,43700,110500,190100,183400,182000,12063800
3529,1,8622500,43500,124200,287400,238000,281300,8106800
3530,1,7249600,34600,115000,295600,230100,290500,6736700
3531,1,7257800,27500,105400,229700,168100,224100,6803300
3532,1,9447900,26600,125300,218600,211000,163600,9012500
3533,1,8248900,85100,124500,241700,197600,231200,7736400
3534,1,8689100,50200,130200,225400,183600,216700,8221700
3535,1,7577100,69800,121200,227200,206800,218200,7103100
3536,1,10473700,38700,105900,191300,185400,167900,10076700
3537,1,7490100,83800,119200,224300,204500,215700,6994800
3538,1,8708700,70200,116400,234600,169200,227800,8125500
3539,1,6181500,17300,116400,216200,202900,209600,5718200
3540,1,6954000,19200,112900,211600,205800,152600,6532000
3541,1,5409900,33300,124000,207600,202000,150300,4980600
3542,1,7272600,66900,111300,233400,161300,223300,6796200
3543,1,9396800,61100,117100,221000,170800,215500,8930200
3544,1,10108100,59200,109100,210600,207300,197800,9669000
3545,1,7212200,55700,115600,219200,200300,211800,6753800
3546,1,8054100,68100,119300,233300,211000,222600,7459200
3547,1,8027400,22300,122000,218200,213400,209400,7474000
3548,1,9223100,60600,121000,238100,204300,231100,8742600
3549,1,8436000,72500,121700,204500,194900,194500,7962100
3550,1,8768000,22100,110400,315800,184400,223300,8206600
3551,1,11066200,39500,128100,247500,217100,237300,10582900
3552,1,12412300,36800,136200,210200,182600,200000,11904200
3553,1,8873200,43500,112100,339400,269000,333600,8278100
3554,1,6585800,42300,128600,179800,173500,154400,6193600
3555,1,6848900,55400,110800,210200,203100,185500,6422800
3556,1,8699300,32700,113100,200600,179200,190500,8300000
3557,1,8111200,95100,108600,239000,212900,228200,7606700
3558,1,8859000,42800,114100,211700,187200,171200,8380300
3559,1,7903600,26900,108600,228000,216200,217400,7439100
3560,1,9474900,23700,122100,220400,177400,213600,9047200
3561,1,8188900,56700,121600,228700,211400,220100,7686700
3562,1,7958300,52000,116000,241000,219500,226800,7448700
3563,1,6338300,44900,136700,215800,210500,163600,5903900
3564,1,7566900,74600,125500,211000,204800,159300,7122900
3565,1,5385600,90600,115100,209000,196400,203600,4935100
3566,1,7058800,33300,139100,220600,206900,213700,6633500
3567,1,9048700,75400,119400,214000,201500,206900,8605700
3568,1,10174000,59700,131000,229900,207600,223500,9713300
3569,1,7328400,44000,119500,239000,211700,230200,6852400
3570,1,7450100,36400,128700,219800,201500,213700,7001700
3571,1,7830600,20900,112700,209500,201700,206500,7411500
3572,1,9560600,49200,102200,237600,226500,228900,9110000
3573,1,8150000,25900,123100,240900,212800,231100,7682500
3574,1,8662600,50000,163600,222100,181400,216200,8123900
3575,1,10679100,64900,108200,197500,177400,188800,10256100
3576,1,12587500,50300,107300,240700,189700,230300,12090000
3577,1,8984500,84900,130400,209600,202200,161100,8490100
3578,1,7124700,39000,119500,218500,159300,210500,6640000
3579,1,7340700,50400,125200,233400,209900,223000,6833800
3580,1,8876700,30600,114600,225100,182600,218700,8457000
3581,1,7881900,32400,128900,217200,210800,191400,7447900
3582,1,8431000,33400,128600,207000,186700,194500,8010500
3583,1,10715000,41300,112900,213800,207400,160900,10227900
3584,1,13512000,90300,110800,356500,274700,350200,12841700
3585,1,9903100,51100,126900,355600,270900,349400,9303300
3586,1,8067100,36500,118600,227200,203800,220300,7592500
3587,1,8635800,54900,119400,227000,188000,215500,8193400
3588,1,8945100,52700,107500,215800,206500,212800,8526100
3589,1,7771800,58000,121100,236600,208700,226600,7294100
3590,1,8107600,20700,104000,211600,204000,208700,7707100
3591,1,8145200,78200,105200,237400,217900,228500,7595200
3592,1,9387600,42200,120000,219600,211600,212100,8939000
3593,1,8418400,24000,127200,234300,179600,225300,7961300
3594,1,7247800,39400,130900,203300,195900,169600,6823800
3595,1,5644200,66300,121300,216300,204800,208300,5185800
3596,1,7826500,39900,112000,224500,185700,213300,7400700
3597,1,5715900,59300,125600,212300,205800,151800,5261300
3598,1,7522100,73100,120500,230600,215100,219100,6945000
3599,1,10186700,22200,127600,230600,206100,223400,9710300
3600,1,9643600,36000,115600,200600,164400,190600,9225200
3601,1,7914900,78000,106500,221400,159900,211500,7450600
3602,1,6976500,38000,115300,192900,170900,184000,6578400
3603,1,8080500,20900,104200,220000,206000,213800,7679300
3604,1,9551500,103500,123900,190600,172100,182800,9065500
3605,1,7467500,27200,106900,223100,206800,218200,7046600
3606,1,8281700,23200,131600,221700,212800,219100,7806400
3607,1,11184100,59600,166700,229200,222500,206900,10660300
3608,1,17215700,86000,128900,259800,190900,253300,16677700
3609,1,10392000,33700,130200,255500,214000,242200,9889000
3610,1,8716900,39800,135600,218000,209800,170500,8186400
3611,1,8368200,55000,126700,231600,205400,225700,7875900
3612,1,9138900,61800,121900,218500,213300,164100,8665200
3613,1,7140600,38000,107900,215700,209100,162300,6718000
3614,1,8341500,82200,139500,231600,210600,221500,7734100
3615,1,10390100,46100,115400,225200,216000,218300,9861800
3616,1,11808500,43900,117600,226900,206400,219200,11344300
3617,1,8488600,74400,113300,237800,214900,226900,7978200
3618,1,7910300,31000,149400,239100,218200,230000,7372100
3619,1,7852300,90300,128400,231700,212600,221600,7307800
3620,1,9023000,47400,114400,242200,217800,233100,8559900
3621,1,8168100,91400,123700,210900,207300,200900,7637800
3622,1,8318100,28100,100300,219800,210900,209700,7855900
3623,1,7986000,45900,125300,247500,213100,236400,7511800
3624,1,10405200,77300,128400,193600,184900,172700,9952900
3625,1,7603400,59100,119600,209100,202900,151800,7167400
3626,1,8205500,31300,121600,227300,203700,218400,7770900
3627,1,5574100,16900,124200,202200,199100,197300,5189100
3628,1,7222000,70300,122900,183800,177800,149800,6798000
3629,1,5440800,35700,111200,335300,257700,329400,4903800
3630,1,7274200,29500,120800,223300,212500,215500,6826600
3631,1,9804300,28700,118000,236500,210500,225400,9258300
3632,1,9905000,32500,132800,236800,218200,225700,9328900
3633,1,7856200,24800,136300,230100,212300,222600,7395900
3634,1,7731000,47600,122800,213100,208000,203900,7228100
3635,1,7902700,59100,103700,225900,201700,217100,7453400
3636,1,8585400,27400,125300,213800,209000,195800,8109700
3637,1,7333200,58100,113700,226600,204900,221900,6876200
3638,1,8419200,39400,132000,240700,174400,229500,7903300
3639,1,10509100,58200,120500,224700,168300,214700,10021800
3640,1,11097400,82700,114800,235000,179200,224000,10621000
3641,1,9339200,67200,124500,233500,209800,224300,8857400
3642,1,7662500,66100,114300,226800,203300,218400,7207700
3643,1,8124300,74300,168200,237000,218000,225100,7581100
3644,1,9184100,31900,133500,232000,181900,226000,8730200
3645,1,8064700,65900,130300,232600,217000,223300,7493300
3646,1,8535800,40600,127500,238600,222000,228200,7995300
3647,1,7955800,47500,137600,220600,213400,204700,7508100
3648,1,10899300,33500,121800,214700,172000,203300,10484400
3649,1,7520900,63900,121900,204800,183900,196000,7076100
3650,1,8399600,63800,131700,213400,206100,184900,7935800
3651,1,6192500,74800,118400,203700,172500,194500,5681800
3652,1,7373200,70200,113000,195500,170200,186000,6933300
3653,1,5512800,19700,100900,209300,203600,192600,5132200
3654,1,6627500,51300,109500,227900,202800,218600,6198100
3655,1,9387200,27300,116800,230800,211800,222200,8953400
3656,1,9983400,41000,119200,239500,214900,227400,9522300
3657,1,7206100,23200,108000,223700,202400,217600,6798100
3658,1,7426300,41700,112300,246400,236000,217000,6874700
3659,1,7881700,58000,116600,223800,170000,214100,7404200
3660,1,8322800,58900,122300,214200,211800,207400,7882100
3661,1,7843900,69700,118800,223000,166500,217200,7389800
3662,1,8510600,74500,121100,193400,183800,159700,8070300
3663,1,11498200,73900,107100,218900,212400,179300,11046200
3664,1,13028800,66200,126100,224600,183900,217200,12546000
3665,1,8533400,33300,131100,213400,207100,153200,8090900
3666,1,7713300,21100,138100,220700,216100,212900,7236000
3667,1,7474400,39300,127600,225000,171800,212900,7016800
3668,1,8662800,57300,118600,232800,213000,225300,8212800
3669,1,8159100,36600,121200,239700,221200,225800,7698200
3670,1,8664900,36600,130900,340300,276600,335500,8046500
3671,1,10487500,36300,120800,196700,161400,185300,10085200
3672,1,12201800,67200,121100,215000,209000,172900,11752100
3673,1,8979600,55400,120400,185400,178900,168300,8570200
3674,1,7550300,24400,123300,225700,209600,219000,7111000
3675,1,7639600,39500,132900,216400,160000,204500,7163000
3676,1,8466500,40800,115100,213800,208700,163200,7941200
3677,1,8533300,24300,119800,200400,170700,194800,8054900
3678,1,8053800,21500,122100,211800,201100,208700,7583100
3679,1,7811000,50200,117000,230500,211100,221200,7297900
3680,1,9241000,71400,135100,227400,218500,219500,8744300
3681,1,7974600,45800,118400,220100,213200,158900,7490600
3682,1,8246300,42400,121200,220100,213600,152700,7762900
3683,1,6016700,40400,117200,198200,159700,188400,5622000
3684,1,7431900,36100,131000,229500,218600,159800,6990800
