tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate
4018,2,7861500,40000,129700,203000,195700,197800,7271900
4019,2,8049500,29000,112400,225100,220200,220900,7595600
4020,2,8783700,47900,114000,298700,256700,292500,8271000
4021,2,7587400,38100,132300,226700,206800,218800,7128400
4022,2,8011900,43100,129300,246400,209700,233700,7549600
4023,2,11018500,24900,122700,228800,221400,211600,10590700
4024,2,12263800,27100,130100,371500,284200,364600,11681600
4025,2,8778400,40200,140400,230200,222000,226900,8300500
4026,2,7717700,43800,138100,234400,173700,221400,7194700
4027,2,7938700,23600,129100,242500,218200,230600,7469500
4028,2,8558500,20300,104300,235800,206300,228000,8147300
4029,2,8118000,41700,124400,217800,212700,195500,7676400
4030,2,8147100,32200,131800,233000,186400,223100,7654100
4031,2,7185700,39800,122400,247100,216800,236800,6723200
4032,2,9159100,41500,109000,217200,210700,163400,8726100
4033,2,7876600,69700,100400,236500,168400,227200,7418000
4034,2,7182600,21400,106000,219400,212400,200100,6779200
4035,2,5101200,55900,123100,214000,208900,201900,4649800
4036,2,7414900,67300,109800,228500,189400,218100,6938300
4037,2,5258900,44800,121600,177000,171100,155500,4847600
4038,2,7361100,69800,113000,215800,207500,209100,6852000
4039,2,9737700,57200,119200,237300,182100,225100,9198000
4040,2,10101800,37500,124800,349000,262300,343000,9526500
4041,2,8367500,21000,124800,234400,209200,227000,7872300
4042,2,7516600,61500,131000,223500,182200,217900,6966600
4043,2,7752100,37000,137900,223200,215100,156400,7306900
4044,2,8662300,51800,122100,215300,209500,158800,8227100
4045,2,7164400,31400,118100,227400,213100,220300,6740100
4046,2,8202200,25600,122100,352800,273500,346000,7637600
4047,2,10393200,32800,114500,233700,226700,168100,9952700
4048,2,11357100,47300,132100,220200,213000,167700,10844000
4049,2,8447500,36200,127100,248400,225400,238200,7896400
4050,2,7865600,41200,126300,229000,221500,181900,7395600
4051,2,8025000,24300,111900,236300,191700,230900,7565300
4052,2,9024400,29700,114700,250400,225600,241000,8555100
4053,2,7480900,44100,112500,214300,207900,195900,7048700
4054,2,8149700,64900,109300,224000,179700,217000,7623800
4055,2,10977100,71700,134100,224400,218500,178300,10403100
4056,2,12104900,39700,130300,233000,210800,225900,11485500
4057,2,8513900,61200,134000,244200,215300,233900,8009900
4058,2,7053500,42500,132600,233800,207700,224500,6554000
4059,2,7727800,43700,131800,220800,180800,213200,7244800
4060,2,8280800,44200,109700,229300,169300,219400,7854600
4061,2,7455200,62400,123800,213100,206700,209800,7014700
4062,2,7693500,21100,124300,218800,201500,213300,7296600
4063,2,8164200,51900,111100,258400,222600,246000,7696100
4064,2,10256100,72900,135500,195200,164800,189400,9793900
4065,2,7692100,31400,93900,232200,208000,220300,7267800
4066,2,8158500,62300,112000,180400,174900,159500,7685100
4067,2,5937600,54500,102900,183100,174300,155300,5552500
4068,2,7204500,36200,110000,238900,217000,232800,6764300
4069,2,5142600,18000,120100,228700,172300,218800,4715500
4070,2,7074300,64500,114200,244700,219500,233300,6575800
4071,2,9582000,44000,114100,243200,166100,233400,9069600
4072,2,9578200,21100,113800,226300,202000,219100,9138700
4073,2,7653100,37500,117800,224600,172500,217700,7207100
4074,2,7110100,32900,109200,209400,204300,192700,6708600
4075,2,7713900,28800,117400,228900,161400,221800,7280700
4076,2,8961500,33400,126900,232500,200900,221100,8504200
4077,2,8188000,40300,120700,248500,212300,238500,7720800
4078,2,9099700,43400,132800,246600,173200,235800,8529400
4079,2,10730300,72400,113100,228300,211900,221800,10162300
4080,2,11671100,34500,120800,256100,221600,244100,11142700
4081,2,9388400,34400,130500,223400,183500,214900,8940800
4082,2,7379300,33400,132400,239000,200700,227900,6934900
4083,2,7920200,50000,142600,215100,169300,209300,7465000
4084,2,8895200,55600,110700,222200,205700,215700,8468400
4085,2,7806500,35800,92900,227100,221100,174300,7400500
4086,2,8757100,60400,107300,225900,198400,219400,8269600
4087,2,7071500,69200,107500,218000,165200,207900,6620100
4088,2,14673200,69500,124200,282300,273400,245500,14145100
4089,2,9364100,42500,138100,260000,221100,248300,8862900
4090,2,8931800,79600,129000,217200,166700,207500,8380800
4091,2,6431500,67400,106100,216600,178800,210700,5988800
4092,2,7137200,18600,104000,225100,200900,218200,6738900
4093,2,5699000,22300,119900,221000,202800,213200,5285800
4094,2,7211900,56900,115500,224300,192900,215300,6762500
4095,2,9612500,27400,113000,225900,178400,218400,9190200
4096,2,9758900,37200,108000,196000,187800,174000,9349400
4097,2,7147200,43700,109000,225800,204800,220600,6697300
4098,2,7818100,68000,119900,232300,179600,220400,7280900
4099,2,7881100,51300,104500,283700,241200,278500,7323500
4100,2,8464500,35900,119500,212200,205400,187600,8014500
4101,2,7633000,39900,117900,215400,209900,163400,7118800
4102,2,8287500,49800,126600,221700,169600,211500,7771000
4103,2,11618300,28700,115400,371200,281000,364300,11040800
4104,2,12637200,48300,139600,196500,193500,186800,12176100
4105,2,8468700,50100,116400,235100,189900,228800,8004400
4106,2,7663000,31600,123600,218400,160100,212200,7231000
4107,2,7216000,71900,108600,215400,209100,150300,6766400
4108,2,8806800,23600,121100,220500,214100,215600,8385200
4109,2,7829000,18300,113300,216700,210100,195400,7396300
4110,2,8663500,26500,131000,219100,161000,213300,8129700
4111,2,10682800,35700,101700,252400,210400,240300,10155200
4112,2,11554700,43500,120600,245700,217400,235400,11072900
4113,2,9280300,43400,123600,225600,219000,177300,8810300
4114,2,7574400,23200,130000,243100,215200,235400,7064600
4115,2,7916800,67000,123900,221400,214800,159300,7444100
4116,2,9241100,39000,115400,257100,204200,243300,8724500
4117,2,7403300,43100,139400,201200,164100,189600,6939200
4118,2,8473200,71400,126400,236600,212400,227000,7925600
4119,2,7626700,70500,134000,201100,177700,193200,7127000
4120,2,8934100,64600,106000,232500,202900,222300,8487900
4121,2,8221000,22900,124500,229300,202100,220800,7782900
4122,2,7650500,61400,118300,210900,206200,160700,7216700
4123,2,6243300,33400,111400,208700,181500,199200,5839300
4124,2,7394200,84800,129900,226100,160300,215700,6898700
4125,2,5731900,22500,114400,216300,207200,213100,5325600
4126,2,7328100,33100,119400,215500,209900,185400,6844300
4127,2,9119800,40000,110000,275200,227500,270400,8643500
4128,2,10488500,85400,104700,217900,214100,209200,10020200
4129,2,7044100,90100,109200,208900,202200,165300,6554900
4130,2,7113100,19300,128100,225000,205700,218600,6654700
4131,2,7822200,25500,114700,238300,210300,231000,7295400
4132,2,9420600,76000,128800,220800,211500,158900,8877200
4133,2,7915000,32200,108500,214900,182600,208800,7495800
4134,2,8413500,41700,115300,232300,211000,223700,7956000
4135,2,10684200,78900,110900,229100,217200,221900,10191800
4136,2,11913700,30400,108500,212500,174000,205100,11480400
4137,2,8855000,50600,107800,352400,266000,345600,8266700
4138,2,7697100,217500,109000,216600,209000,169400,6998800
4139,2,8040500,38700,112900,210600,203600,207500,7570200
4140,2,8494900,88100,112700,214000,177500,204000,7927600
4141,2,8323100,26000,106300,240600,204800,230900,7680500
4142,2,8461500,43100,123800,227700,166000,220200,7959800
4143,2,10777200,37600,127200,231900,212300,223900,10331400
4144,2,12157300,44100,123600,220300,213300,172200,11721900
4145,2,9154300,73900,159500,222500,215700,163400,8629700
4146,2,7937900,22700,130500,227900,220300,225000,7467400
4147,2,7529100,51300,121400,232000,183400,221800,7067300
4148,2,9277600,65200,129900,231900,206900,227300,8800000
4149,2,7885800,63600,148700,232600,179300,222600,7396400
4150,2,8805700,22200,126600,226500,205500,218500,8318300
4151,2,7141000,30100,128100,241200,222200,236200,6692300
4152,2,10239900,82300,120500,293900,285500,204400,9694800
4153,2,8141400,68500,115700,234900,202600,229100,7674200
4154,2,7022300,35900,127400,174600,171800,163700,6642100
4155,2,5634600,64400,115000,214400,207300,149200,5191200
4156,2,7681300,41700,111600,212400,205000,208500,7251900
4157,2,5578000,63600,100200,210700,204200,157400,5151900
4158,2,6917800,32900,119100,214000,208300,209300,6438700
4159,2,9580100,23600,99100,227600,206500,219400,9122700
4160,2,9192500,60500,130700,240600,223600,230100,8690000
4161,2,7548800,46100,127700,243300,160000,231800,7008300
4162,2,7481900,34200,110600,236700,207300,227400,6990200
4163,2,8286600,41100,133700,247600,174300,237500,7801300
4164,2,8228100,69200,119700,219500,176400,211600,7787800
4165,2,7031400,23100,136200,234000,220400,223300,6605300
4166,2,8027400,40400,110400,241600,180800,235700,7584500
4167,2,10804200,61300,110800,265600,220900,258600,10319300
4168,2,12436500,33600,141700,251200,222000,243500,11948900
4169,2,8897600,21800,185900,229200,198100,222100,8385500
4170,2,7360500,90000,133600,229400,163300,218400,6831600
4171,2,7768100,35200,120900,225200,178800,219100,7297200
4172,2,8779600,68500,117800,237900,211600,227800,8217900
4173,2,7842100,48000,127400,352700,271100,346200,7186100
4174,2,8613300,68000,164200,230800,178300,220200,8052500
4175,2,7389300,39300,133700,335600,267500,331100,6830600
4176,2,9503600,41000,102500,227000,222000,221500,9047100
4177,2,7184000,22600,122800,303400,234300,297500,6679500
4178,2,7454300,42400,115400,238200,170800,226300,6974900
4179,2,5621200,23600,117300,208000,181600,202400,5198500
4180,2,7149800,36800,111700,205500,179800,199800,6763500
4181,2,5733800,29200,108900,221000,201900,215800,5330800
4182,2,7028100,68700,99700,212700,206100,161100,6603800
4183,2,9778000,68700,112400,209400,202300,163600,9339000
4184,2,10663400,57900,125400,248500,182600,237300,10175200
4185,2,7457600,54300,132500,234900,170000,224300,6971200
4186,2,7910200,35300,136000,221700,206100,212200,7390200
4187,2,8091800,42500,125300,215900,208700,166700,7660700
4188,2,8380700,54500,113700,222200,182000,216300,7935000
4189,2,7114600,43400,108600,194700,188700,149800,6706100
4190,2,8174500,68500,101700,223000,162500,212800,7709300
4191,2,11148100,42300,123500,244000,169700,232400,10604400
4192,2,11522800,74400,118300,276400,216100,265200,10957700
4193,2,9583300,39700,133500,223700,216900,182400,9111000
4194,2,7583300,27400,125100,218600,201200,212000,7134600
4195,2,8006800,79700,97100,212000,206300,161000,7556000
4196,2,9091700,65200,135600,235600,218700,229800,8575300
4197,2,7811100,24600,120900,230400,184100,225100,7362500
4198,2,8570000,81100,126000,215400,208200,159600,7975300
4199,2,10446800,39200,113200,219000,210300,168300,9973900
4200,2,11417900,44200,111700,221300,214000,170600,10970600
4201,2,8990900,24400,134200,233700,214100,226100,8528200
4202,2,7002600,39100,129600,226200,208000,216200,6546200
4203,2,7527800,25100,114900,224500,164500,216800,7032000
4204,2,9533800,59600,112000,226300,173900,220100,9026500
4205,2,8042500,35000,115800,219400,216900,212000,7613700
4206,2,8542000,73700,106200,220300,213500,191400,8034500
4207,2,7549100,96100,130600,227100,213900,216700,7024100
4208,2,14837400,67100,129700,270900,223600,260700,14320500
4209,2,8404800,36100,115200,215300,207400,184500,7973400
4210,2,8318600,63300,120400,217600,212300,174900,7801700
4211,2,6519100,103700,111000,235300,210300,223500,6002400
4212,2,7756000,61700,126500,224200,203500,217800,7279800
4213,2,5279900,52500,124800,226300,200300,217000,4815600
4214,2,6708300,35800,111300,194000,175500,185200,6305600
4215,2,9581400,46900,104400,234500,214700,229300,9144300
4216,2,10150600,76900,116400,215900,210500,189900,9667300
4217,2,6926600,22400,114800,214900,209900,199900,6497300
4218,2,7681800,78400,115200,214700,208800,202000,7169200
4219,2,7759300,19200,98000,226600,207500,220400,7308900
4220,2,9301400,23900,112600,233000,186200,227900,8865000
4221,2,7652800,73800,101500,232600,215800,224000,7135300
4222,2,8284200,88700,112500,240400,167700,229300,7719000
4223,2,11000000,70900,124000,222400,177400,212700,10525500
4224,2,13008600,53200,112000,202400,194000,196000,12576100
4225,2,8466900,26500,121100,241500,215900,235200,7920500
4226,2,7490900,50400,134600,225800,213100,218500,6887300
4227,2,7685200,30900,116500,215300,210300,186800,7276200
4228,2,8913600,20800,120500,198300,183300,190500,8516900
4229,2,7648500,49900,126400,227900,205700,219800,7152500
4230,2,8572300,53000,126700,199500,178800,193300,8118900
4231,2,11689200,168100,111500,210900,171300,200300,11113300
4232,2,11959500,79000,119000,225500,219100,179600,11464700
4233,2,9526300,30500,136000,216700,211100,176400,9065800
4234,2,7889700,25700,116300,226300,176800,219200,7351300
4235,2,7772500,31200,116700,248600,180100,237600,7260300
4236,2,8339800,56000,125000,228600,222300,168900,7839100
4237,2,7147100,43300,111500,207300,187300,196500,6733700
4238,2,8505000,34400,123800,223000,215800,205200,8031200
4239,2,7518400,66200,141700,216300,208800,157900,7019500
4240,2,9215900,57700,116600,230800,217600,224200,8775400
4241,2,7466700,40200,124100,237500,222700,226900,7021200
4242,2,8189900,37400,118700,355200,275600,348500,7639300
4243,2,5942300,39100,117700,212600,187800,203800,5525400
4244,2,8019100,118000,148500,234900,207900,222800,7467500
4245,2,5562100,58700,132600,210400,202100,153100,5106900
4246,2,6994800,49600,115200,219000,212600,150700,6511200
4247,2,9352200,62700,117200,246100,216900,240400,8888900
4248,2,11106100,29700,111400,234900,210500,222500,10679900
4249,2,7933300,28200,113100,359900,279800,353400,7373800
4250,2,6997300,70600,123600,229200,208000,221000,6505700
4251,2,7508900,37500,110300,179300,173300,154100,7067900
4252,2,9107300,63600,117100,233400,182200,223600,8610800
4253,2,7474500,20100,114800,227300,205400,219800,7048400
4254,2,8381500,47500,128100,311100,241100,305500,7835600
4255,2,11142000,67300,111800,247900,186400,236000,10655800
4256,2,12519900,59200,116100,224400,217800,187500,12026300
4257,2,9019300,48800,112800,247100,214000,238700,8556100
4258,2,8059900,44600,118900,216400,209500,165100,7521400
4259,2,8627800,25200,121000,208600,183600,198800,8166000
4260,2,8400600,41400,116800,222500,216100,168300,7961700
4261,2,7995900,70200,113600,225800,202200,216600,7522800
4262,2,8534300,62200,113200,225600,211700,219400,8084900
4263,2,7563600,23000,102700,305800,234100,300400,7081200
4264,2,10374400,43700,106400,224100,187700,218600,9944500
4265,2,8399800,38500,104900,258100,225500,253000,7851300
4266,2,9573900,25600,107600,259300,194000,251800,8995700
4267,2,7075300,72000,148600,233500,156100,222100,6541500
4268,2,8393600,41300,119400,347100,265600,340000,7826400
4269,2,6122800,86000,118500,213200,210200,202800,5628100
4270,2,7863400,31700,107900,223700,208100,216800,7375800
4271,2,10328000,76700,112300,244100,219200,232900,9818200
4272,2,9889600,63600,119300,218000,211000,172300,9412700
4273,2,7977200,19200,129800,234600,205600,228600,7522000
4274,2,7483800,36500,121600,234200,206200,228400,7026400
4275,2,7304000,21500,136200,218400,202400,211700,6870300
4276,2,8909900,69300,105500,226600,160000,216500,8428600
4277,2,7738300,27000,113000,228200,214200,222000,7305700
4278,2,8843400,65100,108000,211500,203900,159200,8326300
4279,2,10919200,34200,123200,205700,179300,200200,10435100
4280,2,10999300,33000,114000,231900,222200,179800,10557400
4281,2,10290400,37800,122200,249800,228400,238300,9756400
4282,2,7818400,95700,117200,239000,206500,231700,7230600
4283,2,8711100,45100,133100,242200,164100,232000,8225000
4284,2,8613700,27000,121300,202400,179500,196300,8203000
4285,2,7260000,23800,115800,207800,205800,202000,6857200
4286,2,8305800,32300,126200,195800,186300,193200,7881000
4287,2,10465300,56200,105500,215100,207500,160700,10016700
4288,2,11566000,43200,107100,242700,218900,236400,11122600
4289,2,8402300,23700,140800,243000,213200,233900,7930000
4290,2,7236200,35900,124900,205100,199300,166700,6785800
4291,2,8329800,40400,142600,219200,212300,173800,7836800
4292,2,9651300,71800,141200,248400,190600,237100,9101700
4293,2,7675600,42900,117800,221500,211100,181100,7221400
4294,2,8695000,41700,124900,249800,175500,237300,8147500
4295,2,7567500,67400,118100,200900,181900,191800,7107600
4296,2,10325500,50500,128200,214900,207600,165300,9760100
4297,2,7380100,66100,116200,220100,201500,215000,6835500
4298,2,7724400,51900,112900,337700,259400,332600,7129000
4299,2,5452700,68600,113600,177400,171000,173400,5014800
4300,2,6887600,25000,109300,225700,206100,215300,6486200
4301,2,5214700,50700,128100,210600,158100,204800,4763500
4302,2,6494600,28700,120100,233200,205500,223100,6059600
4303,2,9411100,53400,111500,239600,202300,229500,8949200
4304,2,10027300,48200,107100,241400,172500,231500,9559500
4305,2,7612000,25600,104500,238500,208700,230100,7184600
4306,2,7364100,54600,116500,228600,209900,219500,6860500
4307,2,7643000,69800,109400,217600,213100,214500,7202500
4308,2,9104800,87200,125800,239600,211700,232200,8612600
4309,2,7799900,58500,135200,231100,217500,225200,7302000
4310,2,8730400,46500,162900,371000,207400,360200,7980700
4311,2,10968700,56500,111900,237400,203700,230600,10313200
4312,2,11276700,52900,123300,250800,207300,239700,10767700
4313,2,9718000,49800,118500,245900,171600,235100,9232500
4314,2,6730500,44600,124000,177900,175500,167100,6327300
4315,2,7535500,49400,117300,214100,208200,185600,7096400
4316,2,8956100,72100,116800,244800,213700,235000,8460200
4317,2,8045100,58900,125900,226600,215900,168600,7569600
4318,2,8110400,55300,121900,240800,223100,229600,7547400
4319,2,11048600,24600,115300,249900,219200,241100,10576200
4320,2,12002300,24900,129900,225700,223100,216000,11545800
4321,2,8733200,43600,139000,244800,180100,234000,8240900
4322,2,7574700,67000,106400,205800,167600,195900,7142800
4323,2,8581600,73900,101400,215300,208400,161800,8140700
4324,2,8918400,21900,111100,222900,205400,214800,8508300
4325,2,7756700,33600,157300,235200,181900,226300,7261700
4326,2,7995600,41600,104200,223900,210300,217200,7537100
4327,2,7436500,77000,113600,238200,213300,228500,6870700
4328,2,15020300,66900,136900,253400,224700,247300,14450200
4329,2,8024700,70400,171700,232700,205100,225000,7497800
4330,2,7702600,58500,129200,234200,178500,222600,7191400
4331,2,6162600,23800,118300,224600,216400,222000,5739500
4332,2,7720600,44400,144400,212100,174500,202700,7265500
4333,2,5395300,33900,114400,222600,189100,216100,4973500
4334,2,6694100,34400,124400,215100,206000,212900,6272100
4335,2,9800000,80600,120000,217500,214400,207300,9330000
4336,2,10917900,60100,105300,202600,196700,187300,10486200
4337,2,7172900,24100,109700,214100,205800,211400,6771400
4338,2,7462000,38100,107600,230100,210400,224800,6982400
4339,2,7872600,59000,114000,210300,204600,202000,7395400
4340,2,9144500,80400,121700,222700,215000,190300,8665100
4341,2,8152000,32900,119500,219400,171900,206200,7678200
4342,2,8686700,69800,115900,224700,217400,170900,8172200
4343,2,10838000,36500,117300,180900,174600,171700,10463400
4344,2,12246000,39500,106500,238400,212100,232100,11813600
4345,2,8153100,52800,135000,318700,213600,237600,7604700
4346,2,7900800,18900,137300,229900,205900,223500,7462300
4347,2,7111000,33400,110300,232900,204700,223000,6681700
4348,2,9010600,26000,109900,211400,193100,201000,8606700
4349,2,8401800,63500,115000,232400,174300,221700,7905900
4350,2,9434800,68500,127100,188600,182700,154000,8982100
4351,2,7641400,20700,115700,219500,202200,211100,7212000
4352,2,10163800,32200,137600,243100,233000,230400,9655200
4353,2,8791700,39100,128100,216000,209900,163700,8316000
4354,2,7454200,52200,122300,242900,215200,234200,6919500
4355,2,5961300,71800,115900,211300,205500,208200,5499600
4356,2,7603500,62200,142400,234500,208700,224300,7026400
4357,2,5414700,72200,125300,227900,207400,218700,4906900
4358,2,7009200,24400,111600,227300,209800,221600,6451100
4359,2,9567100,68400,115300,221000,208600,215600,9006700
4360,2,9568100,30600,132400,228100,204900,220600,9129100
4361,2,8280100,85000,126600,215200,209400,165300,7793100
4362,2,7124800,31200,107500,228300,161400,222000,6711100
4363,2,8120700,23300,122200,237300,168500,231700,7683200
4364,2,8986700,56700,112000,229500,205700,219400,8530700
4365,2,7502000,48200,104900,217700,210300,188500,7078100
4366,2,8205400,36700,111100,242100,200900,235000,7692800
4367,2,11847100,37900,131800,356600,278100,348900,11264500
4368,2,12404800,41300,111400,246700,181600,234600,11956700
4369,2,8623100,33400,181900,241200,169200,227300,8079000
4370,2,7249400,37500,107500,240900,213300,226100,6793400
4371,2,8287500,41500,134600,218800,212800,201400,7766400
4372,2,8704700,26500,106300,263100,171000,257000,8232000
4373,2,7524400,32600,108300,228500,217700,222200,7097000
4374,2,8497100,71400,122500,207800,166900,198500,8037600
4375,2,10982100,29300,112500,226500,221500,224400,10545400
4376,2,12439600,71100,123800,247300,226400,235600,11919800
4377,2,8779600,43800,115900,220500,213100,172900,8324400
4378,2,7726700,28500,144900,240300,193800,229300,7131900
4379,2,7423200,58200,112600,221900,214100,218100,6926800
4380,2,8545700,24400,144400,228300,210500,220600,8060100
4381,2,7507400,51900,127200,220000,191300,213100,7047700
4382,2,7664100,28000,127100,236600,208900,227600,7223800
4383,2,7696000,40200,144500,291400,191400,281400,7154400
4384,2,9830500,22700,121100,235000,215000,228100,9379700
4385,2,7674500,53500,113300,221100,214500,172200,7211500
4386,2,8013700,33400,116200,351000,271100,345800,7378000
4387,2,6265100,52500,123600,210600,183100,199800,5798200
4388,2,7708600,24800,120100,311500,241900,305700,7190100
4389,2,5734600,39700,141200,179300,172700,160300,5224000
4390,2,7283200,22100,106500,232700,216900,225000,6763500
4391,2,9577400,71800,118700,244200,205900,237800,9071300
4392,2,9455900,37800,124000,246200,215600,236800,8976400
4393,2,7526300,44000,146000,228700,202600,222700,7056400
4394,2,6863800,63900,124800,232700,214500,223500,6377400
4395,2,7263400,31400,99300,220200,214400,160900,6775900
4396,2,8818700,20900,122700,219600,202300,211700,8275900
4397,2,8268800,37400,119300,241400,211600,230400,7813100
4398,2,8793200,25700,149800,240500,216000,232200,8272700
4399,2,11943900,46300,136800,222500,187400,211300,11439200
4400,2,12139000,33800,121800,240200,222300,232300,11687000
4401,2,9743800,48000,128400,208500,169400,198500,9254700
4402,2,7285100,62700,110100,227200,221200,167400,6782800
4403,2,8108600,48600,140300,185800,177400,167800,7702500
4404,2,8771600,68900,115600,234800,217300,226100,8319300
4405,2,7420200,63900,116800,204900,187000,199200,6992000
4406,2,8179600,62500,120700,221100,213800,197800,7724900
4407,2,10302500,29500,126900,255500,221600,245300,9844500
4408,2,11517300,46200,113700,208200,166700,195700,11102000
4409,2,9252600,80400,149600,239300,216700,227700,8708800
4410,2,7524100,39600,123100,183300,176300,163600,7096600
4411,2,7990700,41200,131100,200700,192500,170900,7520800
4412,2,9287200,36400,115600,221600,189700,213800,8852500
4413,2,8034800,41000,124600,188500,183400,174000,7611400
4414,2,8037800,50200,111300,224100,189400,217500,7555600
4415,2,7311800,60000,131800,217200,164300,207000,6837400
4416,2,9431500,25000,114500,239400,206000,228900,8948800
4417,2,7166200,29300,111600,231100,211400,224100,6729800
4418,2,7715000,61300,112600,212400,204100,193300,7221400
4419,2,5365300,43200,101300,336800,263300,331600,4800300
4420,2,7164900,26900,112300,217400,209800,214900,6703900
4421,2,5605700,66400,128300,233000,206600,223800,5066500
4422,2,6927100,60900,115900,217800,210800,214400,6488800
4423,2,10184600,64500,126100,216300,208800,213100,9730200
4424,2,11220000,20900,112600,248500,219100,241100,10782900
4425,2,7617300,29000,120400,245000,217500,234600,7168300
4426,2,8025000,73500,142800,216200,209800,157800,7491400
4427,2,8063300,24200,140900,186200,179800,165200,7678000
4428,2,8604300,74000,123300,211800,204700,158500,8158900
4429,2,7408900,62000,118100,212700,206200,185100,6964300
4430,2,8214100,45200,124200,230800,213600,223500,7756900
4431,2,11009700,39100,135800,214000,185700,207800,10508700
4432,2,11278500,72000,117500,231500,222400,222000,10786600
4433,2,9080800,43200,110800,215500,195100,209100,8653400
4434,2,7339700,72900,112600,236900,219700,229000,6878300
4435,2,7501300,25700,138600,214200,192900,207600,7073100
4436,2,9607600,44900,123800,339300,327200,227400,9030900
4437,2,7688300,33600,123700,244000,220400,230700,7227700
4438,2,8618800,21000,132000,228700,209400,222600,8066200
4439,2,7635900,60400,107000,226700,219800,223200,7127700
4440,2,8981200,29100,118900,192900,186000,171600,8561700
4441,2,7514100,21400,109300,228000,186800,219900,7081700
4442,2,7567500,30200,127400,229900,162200,223600,7094700
4443,2,5865400,62600,114600,208700,202500,152000,5426700
4444,2,7065200,41500,109000,214500,164500,208400,6643300
4445,2,5492300,90500,119300,225100,209800,213900,4979800
4446,2,7408700,21900,121200,210300,201600,208000,6940300
4447,2,9175200,61900,109700,242900,213000,237200,8686100
4448,2,15551900,39000,117100,281100,215900,274100,15047600
4449,2,8515800,37200,141200,247200,224400,235500,8018700
4450,2,7998600,31100,116500,237000,217400,230800,7472000
4451,2,8485400,68100,136400,233200,175000,223700,7888300
4452,2,8992000,39000,126300,244600,218600,232300,8448700
4453,2,7492300,62200,115700,225300,216200,166800,7027600
4454,2,7966300,66100,124200,245000,221400,233200,7475200
4455,2,10508900,32600,135200,234800,222400,226200,10043000
4456,2,11373900,37900,120000,211400,189800,202000,10940700
4457,2,8379100,70900,111200,238100,205000,229300,7894300
4458,2,7169400,32700,109300,223300,217400,165400,6696300
4459,2,8275700,92400,114300,251800,218300,242400,7718800
4460,2,9542300,47000,139600,248400,196800,237800,9043600
4461,2,8351600,19900,122200,211700,181700,205200,7884100
4462,2,8408900,17400,113100,222900,203300,217200,7938900
4463,2,10855000,82300,113200,242800,204400,234500,10378700
4464,2,12377900,40500,115200,248100,222600,241700,11928700
4465,2,8724200,66700,121300,208400,165900,198900,8270300
4466,2,7556700,45000,115000,236000,212500,229500,7112100
4467,2,7313500,30200,127500,262300,169300,178900,6845700
4468,2,8519300,21200,114100,231700,212300,224200,8097000
4469,2,8036100,61700,135600,194900,186400,189300,7555100
4470,2,8639200,78500,132000,216700,209400,169500,8121500
4471,2,7644100,31200,121500,212800,187800,204900,7163600
4472,2,9472600,57700,131100,226500,221000,175200,8961200
4473,2,8630200,35400,119300,220200,211600,204200,8168200
4474,2,7682200,144900,128400,239500,222600,229600,7042900
4475,2,5746100,48700,124500,225500,209000,216800,5290200
4476,2,7525700,68900,105900,239900,209100,232300,6993500
4477,2,5419700,74000,116700,220500,211800,217500,4919500
4478,2,6761600,36200,108300,191500,175600,183600,6319800
4479,2,9601300,30800,114800,208100,174000,199700,9150100
4480,2,9432600,43000,109400,193100,187400,175100,8959300
4481,2,7852300,49600,106600,240100,212500,233400,7283500
4482,2,7509500,59500,132700,214300,205400,211300,6977600
4483,2,7594700,24100,119800,237000,220600,228700,7105300
4484,2,8920700,25600,140000,222800,213600,219400,8485400
4485,2,7991500,46100,126200,229700,208500,223500,7533700
4486,2,8153700,69500,113400,231000,207800,223200,7650800
4487,2,11185000,36800,125700,223700,212900,217000,10767400
4488,2,12401600,38800,116800,254600,217600,241600,11941900
4489,2,8407100,64900,121600,243500,209500,235200,7911300
4490,2,7286600,65500,131900,230700,210100,220700,6802300
4491,2,7367700,21100,93100,219500,212900,216900,6943800
4492,2,8916700,67800,124300,235500,217000,225500,8427400
4493,2,7605300,46500,120000,240200,219600,231100,7137700
4494,2,7885700,65300,120400,210200,203700,162800,7448400
4495,2,10848600,25100,116200,214200,197500,205100,10446600
4496,2,12368500,60500,133000,238400,216600,231300,11881700
4497,2,10183700,40000,109300,250600,221800,239900,9734800
4498,2,7828400,43300,127600,228500,212000,221900,7288700
4499,2,7898400,73300,105400,222700,217400,219500,7403000
4500,2,9188200,95500,118000,236600,205900,226900,8679100
4501,2,8395000,65800,115500,245200,205800,234700,7900100
4502,2,8393400,40100,124000,243400,203600,232900,7924000
4503,2,7584800,38200,106200,220800,206000,215000,7161900
4504,2,10144200,41800,110900,228800,181800,221600,9693700
4505,2,6988500,23100,115400,226700,210400,219000,6574000
4506,2,7772400,23100,128900,232800,209700,224900,7278100
4507,2,6278200,56200,125000,210600,202600,148500,5798600
4508,2,7229500,21700,131700,235800,187000,229300,6782000
4509,2,5953100,49300,115200,230600,218200,222800,5504200
4510,2,6987300,37900,129000,216100,209700,208600,6515600
4511,2,9862300,36900,121600,216300,208900,166700,9426300
4512,2,10227500,37600,149000,339500,272000,333200,9637300
4513,2,8154600,69400,115500,236500,215300,226900,7604200
4514,2,7074500,47000,135100,234800,160000,223600,6556400
