fileName,run,wholeUpdate_average,controlBehaviorUpdate_average,transportLinesUpdate_average,electricHeatFluidCircuitUpdate_average,electricNetworkUpdate_average,fluidFlowUpdate_average,entityUpdate_average,trains_average
11_thaeln,4,1213938.959808239,85644.62344612298,66837.47700540721,56828.49657171526,47246.94799041195,43694.71542449412,982294.4144043704,145.3146775182563
11_thaeln,5,1218962.3390378505,85756.69212330676,66571.98283070406,56945.25335860416,47576.581749261386,43258.186075032056,987349.4676403367,162.96337588494342
10_thaeln,0,1213052.4889904677,83060.7837672111,60822.5374881543,57212.20246390546,45790.90807737332,45388.2379173867,989727.994871509,166.40838396789118
10_thaeln,1,1215087.4351970567,84715.5527063939,62187.29026144155,57286.80528457551,45937.081219688946,45117.375550476616,988803.5843692514,161.08478733485703
10_thaeln,2,1215862.7794191428,84554.72434360889,61436.84151847929,57054.100005574444,45944.85757288589,45354.250515636326,990674.4411617147,161.70355092257094
10_thaeln,3,1224228.100785997,85241.2063102737,62064.96460226322,57603.18858353308,45882.02240927588,45742.64451753163,997169.9370087519,166.2913205864318
10_thaeln,4,1213966.7651485591,84311.68961480573,61126.36155861531,56872.172361893085,46240.147165393835,44422.169574669715,989350.53793411,159.34555995317464
10_thaeln,5,1222746.26790791,82361.18512737611,60161.084787334854,56684.19644350298,45998.885110652765,44222.30893583812,1001100.423657952,164.3514131222476
09_azhrei,0,1521125.8877306427,92262.2944422766,94816.77908467584,58603.723730419755,49128.24572161213,48219.80043480684,1242650.9950387424,10854.451195718824
09_azhrei,1,1570579.2407603546,96908.35052121077,99306.63916606277,69225.93790066335,52063.19192820113,58249.48993812364,1270915.803556497,11336.47917944144
09_azhrei,2,1549550.3595518144,97411.3774457885,100449.8076815876,68896.35988628128,52476.70438708958,57809.67166508724,1248575.7957522715,11332.35408885668
09_azhrei,3,1558777.6353196944,96670.36624115056,100444.52310608172,69458.67662634484,52058.152628351636,58401.120463793966,1257555.8280840626,11513.852500139361
09_azhrei,4,1549206.6001449355,97136.94185852054,100035.83811806678,68416.92959473772,52351.089804336916,57320.97664306818,1249325.0515636322,11094.07436311946
09_azhrei,5,1564120.5920062433,96057.24399353364,99412.1634427783,69614.71096493673,52101.19293160154,58503.1607112994,1265152.5893305088,11178.560677852724
08_derantrix,0,1579917.8047828753,112780.97998773622,126060.29879034506,65140.65444004683,55312.30837839344,43899.56519315458,1250798.8516639723,162.10491108757455
08_derantrix,1,1581343.8263002397,111331.5402196332,124399.8606388316,65662.1550811082,55729.49997212776,43095.401081442666,1255439.7123585483,160.7112994035342
08_derantrix,2,1617533.4745526507,112704.54317408997,126609.77757957522,65840.3255476894,55948.68721779363,42649.58470371816,1287123.8697809242,153.971793299515
08_derantrix,3,1585426.3169630414,112109.23128379509,125490.74641841797,65249.17219465968,55331.69630414181,42764.267796421205,1257829.3773342995,160.48832153408773
08_derantrix,4,1596543.5141312224,112985.36707731757,126477.76910641619,66319.10362896482,56587.32370812197,43617.59295389932,1265467.4117843804,163.18635375438987
08_derantrix,5,1600536.953007414,113169.54122303361,126787.66374937288,65552.67852165672,55769.000501700204,43789.10753107754,1269182.6188750768,166.7539996655332
07_rydberg,0,1452792.9761971124,92358.25854283963,76731.7576230559,58988.53893751045,48330.80439266403,45938.62534143486,1190711.109872345,11334.857015441217
07_rydberg,1,1447757.2328446403,90104.62679079101,75968.95033167957,59046.10624895479,48459.67445231061,45910.20123752717,1189270.884664697,11258.776966386085
07_rydberg,2,1456613.6629689503,90942.40481632198,75489.51446568928,58731.59038965383,48226.969173309546,45978.220636601814,1197262.1550811082,11539.829421929873
07_rydberg,3,1460508.6348179942,91642.2543062601,76592.47449690619,58590.071910362894,48358.70449857852,45505.15636323095,1200323.4684207593,11012.665142984559
07_rydberg,4,1453264.9423044764,90549.2836835944,75993.1267071743,58850.164446178715,48500.08361670104,45765.20987791962,1194098.6621327833,11021.2888120854
07_rydberg,5,1454754.1668989353,90190.50671720832,76027.86108478734,58966.01817269636,48612.012932716425,45759.15045431741,1195621.846256759,11284.815207090696
06_mulain,0,1323272.2448297006,101651.31835665311,68622.69914710966,60871.0184514187,49014.281732538046,48327.67712804504,1058969.2513518033,10971.30274820224
06_mulain,1,1315627.9447014884,101519.22069234628,68806.86771837896,61180.400245275654,49217.22504041474,48628.82546407269,1051052.9516695468,11224.538714532582
06_mulain,2,1338530.0964379285,100893.96287418474,68796.03099392385,61223.31791069736,49456.85378226211,48944.578850549085,1074314.6719438096,10886.704944534255
06_mulain,3,1313710.9091922627,99727.28134232678,67067.89118679971,61238.41351245889,49307.85996989799,48897.55839232956,1051952.1043536428,11135.721054685322
06_mulain,4,1339530.698478176,101782.95334188081,67702.07369418585,61123.072635040975,50961.8317631975,47995.63520820559,1074772.4287864428,11384.129550142148
06_mulain,5,1343139.6900607615,102775.77902893139,69200.52957243993,61034.72880316628,49180.14939517253,48616.400022297785,1075496.80584202,11338.837170410836
05_flexime,0,1669218.0556329784,108937.19828307041,116774.74775628519,71297.01209654941,61106.49980489437,49329.47209989408,1341494.5593399855,5821.918724566587
05_flexime,1,1685099.2307263503,110052.52801159486,118217.81035732203,70920.44707062824,60774.46345950165,47969.59139305424,1354888.020513964,5761.151680695691
05_flexime,2,1678242.0926473048,110107.60354534813,117642.02017949718,71031.77434639612,60854.52923797313,47589.41970009477,1348094.7488711746,6075.2215842577625
05_flexime,3,1688552.310608172,110799.8606388316,118952.58933050894,71493.17687719494,61201.88973744356,49344.963487373876,1355621.2163442778,5831.735325268967
05_flexime,4,1686315.4300685658,109471.97168181058,117348.68721779363,70647.77300852891,60588.96816990914,47481.799431406434,1357148.023858632,5953.603879814928
05_flexime,5,1680318.908523329,110077.4792351859,117737.51045208763,71723.51859077986,61541.25090584759,49350.81108200011,1348839.996655332,5877.055577233959
04_goirelandbrad,0,1858024.8397346563,100785.59562963375,140176.04660237473,66042.26545515358,55356.26846535481,41475.93511343999,1524656.8537822622,165.26004794024192
04_goirelandbrad,1,1863372.852444395,101779.36897262947,141445.98918557333,66293.4946206589,55316.19934221529,41674.66971403088,1527892.413177992,166.75957411226935
04_goirelandbrad,2,1854946.161993422,101815.0454317409,141034.90718546184,66299.78817102403,55478.46591225821,41582.323429399636,1519747.115223814,155.4657450248063
04_goirelandbrad,3,1859256.0900830592,102359.26194325213,141010.42421539663,65990.65165282346,55331.52349629299,41563.336863816265,1523124.1206310273,162.72367467528846
04_goirelandbrad,4,1901029.984948994,101279.00663359162,141704.3034728803,66106.31584815207,55385.4785662523,41938.29087463069,1565027.3147890072,151.11210212386422
04_goirelandbrad,5,1870059.0668376163,100624.85645799655,140095.9752494565,66522.03578794804,55736.90283739339,41704.94453425497,1536049.4509169965,162.90205697084565
03_swiftdeath007,0,1716171.8211717487,97829.15435643012,122789.80991136629,64829.63933329617,52771.02960031217,52831.333965103964,1398468.0026757345,161.06806399464853
03_swiftdeath007,1,1715782.6690450972,97639.43921065834,123593.7566196555,65196.309716260665,53019.973242655666,53177.94191426501,1396768.666034896,158.26411728635932
03_swiftdeath007,2,1711110.730809967,98525.74836947433,123651.60822788338,64580.22743742684,52757.01544121746,52373.75550476615,1391962.7849935894,161.49729639333296
03_swiftdeath007,3,1722505.6915101176,98663.01354590557,123662.1996766821,64925.4194771169,52942.14839177212,52734.19365627961,1402144.9300406934,158.81598751323932
03_swiftdeath007,4,1726279.5863760521,97884.6925692625,123165.95127933552,64766.67595741123,52720.1014549306,52651.79218462568,1408242.1149450918,159.22849657171525
03_swiftdeath007,5,1717666.7818718993,96895.53486816434,122692.57483694743,64923.518590779866,52626.2054741067,52856.98199453704,1399306.4050392997,147.85105078320976
02_geist,0,1340917.1191259269,121092.99849489938,56235.00195105636,82457.32761023469,55795.434528123085,70265.36596242823,1057996.4602263225,166.06276827024917
02_geist,1,1345299.6543843024,120827.59908579073,55993.4333017448,86733.02302246501,57104.09164390434,74357.65092814538,1058389.1465522046,156.21829533418807
02_geist,2,1341705.5521489491,121763.04141813926,56665.594514744414,86778.59412453313,56931.72975082223,74294.15240537377,1053103.082669045,165.9289815485813
