tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
2909,1,1703500,1207900,206600,126900,116400
2910,1,1638200,1161000,135400,141600,147900
2911,1,1725100,1240600,178400,127500,124000
2912,1,1495400,990000,198600,120200,122900
2913,1,1858400,1351400,175400,145100,143400
2914,1,1628800,1175200,131300,128800,123400
2915,1,1404000,933100,202200,101800,131000
2916,1,1629000,1128900,152800,150200,119000
2917,1,1670100,1225100,151400,121200,121900
2918,1,1641600,1184700,118500,128000,151200
2919,1,1461300,990700,190600,113300,120800
2920,1,1371400,946500,121800,126400,153000
2921,1,1464500,1078600,125000,111900,118300
2922,1,1434900,1020600,162000,108900,110400
2923,1,1614900,1156700,182700,130900,117600
2924,1,1726300,1265300,151200,125500,150400
2925,1,1614000,1155100,129800,123400,161500
2926,1,1509400,1051500,138100,137500,116600
2927,1,1282500,893700,130400,104900,129500
2928,1,1550700,1160800,129500,109500,118400
2929,1,1687900,1236600,165100,128800,125500
2930,1,1513100,1087700,133500,121900,121300
2931,1,1331800,872900,139700,124500,112000
2932,1,1442800,1039300,128000,104100,122500
2933,1,1312600,880100,164400,119900,111800
2934,1,1577300,1157500,126000,110700,150800
2935,1,1386400,949900,154200,131300,116900
2936,1,1419000,1020500,125900,119100,113000
2937,1,1596600,1139000,167500,135300,120200
2938,1,1588300,1127600,127900,112000,123900
2939,1,1408400,979300,119500,126100,136700
2940,1,1721000,1231900,174000,143800,122800
2941,1,1430900,1031900,125900,112400,116900
2942,1,1564800,1139100,114100,121600,147200
2943,1,1402300,939500,197900,108300,121600
2944,1,1739400,1286700,137000,120100,162300
2945,1,1635200,1170300,170100,115500,136400
2946,1,1650900,1077600,258000,116400,121100
2947,1,2021500,1629800,138100,96100,121900
2948,1,1760400,1332700,158300,113900,120100
2949,1,1893500,1351500,198900,111200,157700
2950,1,2025300,1379800,137700,158200,118700
2951,1,1597800,1160700,117400,126500,120400
2952,1,1580500,1103700,181900,150500,120600
2953,1,1782400,1351000,161400,128800,121300
2954,1,2029800,1549900,168000,141800,142900
2955,1,1565000,1035600,224100,124400,128300
2956,1,1479500,1081500,149000,110500,109600
2957,1,1481400,1032200,152000,98500,161900
2958,1,1840000,1386500,136900,121000,116300
2959,1,1902100,1378400,169700,117900,124500
2960,1,1670200,1287500,115100,117200,119600
2961,1,1592800,1153400,144800,106600,120100
2962,1,1597000,1177200,117400,121200,120300
2963,1,1468200,1057300,138000,117700,137000
2964,1,1780900,1361800,143800,127500,126700
2965,1,1508000,1096100,162100,113900,119100
2966,1,1567700,1143900,172900,111200,120000
2967,1,1509600,1080600,143200,105200,162200
2968,1,1337100,899400,129600,126900,160700
2969,1,1424000,996900,162300,119200,112800
2970,1,1529500,1117800,139800,110200,122900
2971,1,1267900,868500,124100,118600,117300
2972,1,1321900,857500,187700,115900,120600
2973,1,1446800,1010900,168600,124500,111700
2974,1,1569100,1124800,124600,120700,149700
2975,1,1744700,1191000,261600,110400,150700
2976,1,1413400,930900,149600,134500,121400
2977,1,1608600,1203400,124300,123700,123200
2978,1,1404100,953800,150900,119700,120200
2979,1,1521300,1093900,148400,116600,124700
2980,1,1401300,1007300,114800,142200,116800
2981,1,1493800,1083400,143400,121000,120300
2982,1,1282800,859400,146300,125200,129100
2983,1,1354600,933400,124800,124300,150200
2984,1,1288200,911600,120500,106000,118500
2985,1,1444800,1053600,123800,118500,122700
2986,1,1458000,953500,192500,110100,156000
2987,1,1681200,1255200,159600,118700,128300
2988,1,1390400,907600,194800,140700,122500
2989,1,1672600,1230800,189800,118100,105700
2990,1,1458600,1074700,121100,122500,109700
2991,1,1473800,1023200,152400,109800,124200
2992,1,1566600,1131100,134000,112000,153300
2993,1,1786600,1307900,132100,154600,158500
2994,1,1698600,1215000,186200,135700,120700
2995,1,1791900,1393200,131800,106100,113100
2996,1,1731600,1196600,218600,147900,124700
2997,1,1564800,995500,235600,127200,164300
2998,1,2056100,1431200,275800,127300,113900
2999,1,1641000,1226300,120000,123900,120000
3000,1,1538700,1108000,146400,135100,114000
3001,1,1556800,1135500,166400,99300,124500
3002,1,1667200,1237000,134600,133100,124100
3003,1,1888900,1364400,253200,113800,124400
3004,1,1468600,1003900,173400,130400,124600
3005,1,1551400,1116100,133700,137500,124000
3006,1,1355400,917300,128700,117700,117800
3007,1,1536000,1054400,169400,119100,154500
3008,1,1713300,1196300,195600,148200,124100
3009,1,1482600,1052800,156900,121900,121200
3010,1,1325600,897200,123400,122000,121500
3011,1,1366300,933600,159700,116800,118700
3012,1,1436100,1021800,152700,108900,119300
3013,1,1513200,1117800,123000,118700,123400
3014,1,1752500,1071400,351500,142700,145200
3015,1,1574200,1106100,143000,138300,145100
3016,1,1410700,1015700,114000,121000,114100
3017,1,1470900,1052000,129600,124300,121100
3018,1,1523600,975200,200400,121000,141300
3019,1,1987300,1508700,124400,126500,162300
3020,1,1377300,904900,154000,126200,155500
3021,1,1562900,1113700,131100,121300,119500
3022,1,1768900,1267600,169300,121600,146400
3023,1,1675000,1175200,125500,157500,118700
3024,1,1498000,1080500,146400,113100,131400
3025,1,1337000,883600,167200,131200,124800
3026,1,1431400,1035500,117400,133800,108400
3027,1,1403700,1020600,113200,116200,119200
3028,1,1224500,767600,199900,108800,118700
3029,1,1467100,1012100,134300,125000,155800
3030,1,1679400,1209100,167000,132700,120600
3031,1,1655400,1088000,288600,123500,111300
3032,1,1715700,1225700,147800,119700,176800
3033,1,2024000,1467600,232800,128900,141300
3034,1,1750700,1202600,144700,136800,147400
3035,1,1989100,1455700,140500,129400,123400
3036,1,1662500,1125900,114600,127700,166400
3037,1,1793100,1315000,196900,124800,117300
3038,1,1925200,1444400,162700,130000,120000
3039,1,1732800,1289000,133500,120300,151300
3040,1,1506100,1027600,223700,121000,111500
3041,1,1586200,1173700,146000,122000,119600
3042,1,1591700,1168300,164700,113600,121200
3043,1,1689900,1315700,132700,112500,110900
3044,1,1833300,1386000,172900,129300,121100
3045,1,1540400,1159400,122300,108500,123900
3046,1,1627100,1196500,138500,119900,117100
3047,1,1418300,1036800,131500,109700,121300
3048,1,1453100,1075200,120800,106600,126600
3049,1,1634200,1149300,182000,124800,153000
3050,1,1525000,1084500,155100,126100,122800
3051,1,1532100,1029900,181800,124600,127300
3052,1,1449600,1038700,127400,127800,118000
3053,1,1343400,961800,130400,96700,127700
3054,1,1280900,840200,178900,116400,119900
3055,1,1703600,1304600,138100,109900,123400
3056,1,1397600,965400,111900,190400,100800
3057,1,1324700,896000,170300,118300,111400
3058,1,1444000,944000,165400,127900,126200
3059,1,1590800,1198700,111400,127300,110700
3060,1,1327400,885200,167100,107700,146700
3061,1,1579300,1156000,156500,113800,125200
3062,1,1511900,1103500,121000,118200,144100
3063,1,1413100,972900,137900,123900,153500
3064,1,1425600,1030800,129000,109600,131500
3065,1,1393800,982600,117000,139400,118200
3066,1,1391000,942500,130500,98800,159300
3067,1,1974000,1514500,157200,147300,121900
3068,1,1483300,1069300,125000,134200,123800
3069,1,1270400,851800,117300,134100,144300
3070,1,1211600,776100,162300,110500,113500
3071,1,1445300,1023500,154900,115600,120800
3072,1,1490900,1042000,148300,120800,155700
3073,1,1402200,917700,214300,134200,115700
3074,1,1572500,1166400,161200,110900,111400
3075,1,1768300,1309700,162100,123300,141500
3076,1,1717200,1235400,162100,145200,135500
3077,1,1667500,1238700,127300,126700,132800
3078,1,1727000,1256900,122100,131500,149500
3079,1,1798700,1291300,185900,135600,125300
3080,1,1726700,1282100,127800,114500,157600
3081,1,1645100,1150100,180300,122600,119400
3082,1,1783500,1199300,227600,124400,154000
3083,1,1676600,1232600,146300,134800,116100
3084,1,1624200,1235600,130100,120600,115200
3085,1,1532300,1150600,137800,108800,109500
3086,1,1637200,1247400,127700,119300,116100
3087,1,1562600,1082100,150600,107000,131800
3088,1,1471300,1017200,137600,158400,130300
3089,1,1502300,1045600,149300,148600,115600
