tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
3462,0,1768300,1440300,47100,142400,106300
3463,0,1775000,1475300,49900,121400,107600
3464,0,1867200,1568800,34000,112000,127800
3465,0,1875200,1569100,32400,139000,105100
3466,0,1678200,1318400,53400,134100,116600
3467,0,1675300,1328300,64900,161300,97600
3468,0,1646200,1305900,73300,146400,100900
3469,0,2069800,1528900,69300,144600,115600
3470,0,1811700,1449000,64200,125700,132100
3471,0,1812700,1423000,90100,124700,102200
3472,0,1649000,1345400,22400,137400,107100
3473,0,1808600,1504600,27700,134000,108800
3474,0,1965200,1586900,100400,142000,108000
3475,0,1937100,1564500,78700,163500,106300
3476,0,1886400,1522200,27000,180200,127900
3477,0,2140700,1634700,114100,157600,143100
3478,0,2460200,1950400,47000,250700,108800
3479,0,2221300,1814600,69900,167700,108200
3480,0,1602100,1298300,22600,153700,102800
3481,0,2203100,1515900,406700,143000,107000
3482,0,2702700,2367000,48700,157500,105200
3483,0,2935600,2516800,87000,185100,117400
3484,0,2396200,2014400,26900,190900,136500
3485,0,2509600,2082200,37400,232500,118000
3486,0,2484800,2091500,25400,188100,109400
3487,0,2590100,2166900,72600,182800,134800
3488,0,2087600,1761600,28400,163200,106500
3489,0,1870000,1532700,34800,154000,118400
3490,0,2084300,1684200,62000,157900,107100
3491,0,2326600,1937300,97400,149300,114400
3492,0,2257200,1866800,98000,146800,117600
3493,0,2168400,1802900,71200,154400,110400
3494,0,2005400,1687500,24500,151700,108000
3495,0,2344100,1915400,72700,187200,134400
3496,0,2177300,1765900,48600,210300,110600
3497,0,2007500,1669000,32400,171300,99600
3498,0,2038900,1632500,86100,151900,109700
3499,0,1975300,1624500,24700,151800,107700
3500,0,2002900,1659300,56400,140700,116500
3501,0,2472700,2049100,50300,172900,135300
3502,0,2108600,1666600,59000,208800,103400
3503,0,1944400,1560400,85900,163400,106900
3504,0,2253400,1850300,73400,152600,140900
3505,0,2303100,1978400,22800,166700,102300
3506,0,2130800,1785700,24400,165300,124400
3507,0,2341200,1930700,90900,158300,132200
3508,0,2312000,1910100,90700,171900,110800
3509,0,2428400,2046700,35400,177300,127500
3510,0,2137100,1756300,42400,175100,114100
3511,0,1871800,1501700,49400,158900,114600
