tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
2421,0,612400,306100,83300,71600,88900
2422,0,563500,285800,82200,60000,80000
2423,0,475500,221500,80500,67400,85400
2424,0,527300,281700,77400,52900,84300
2425,0,2237600,1983300,88100,55300,87200
2426,0,590700,330200,89100,61700,87100
2427,0,557100,305900,77800,69100,84100
2428,0,545400,296600,85300,51600,92500
2429,0,1117200,842700,82700,67800,93500
2430,0,594500,313000,96700,54200,84600
2431,0,2203900,1894700,110300,64100,86000
2432,0,679100,378000,100000,63900,95500
2433,0,1221500,366100,609600,81500,122600
2434,0,1329200,1012100,98200,64700,89200
2435,0,654800,352300,106800,73300,78900
2436,0,791400,429500,157100,56100,92700
2437,0,2542300,2219900,126200,78100,85300
2438,0,2004900,1651500,101600,75600,106400
2439,0,1858100,1490500,128200,73200,91800
2440,0,3335700,2876000,107900,85100,93400
2441,0,826200,521600,88400,66800,87700
2442,0,1399800,1142100,87600,56300,87100
2443,0,2502700,2219600,91400,85100,87600
2444,0,769000,475400,119500,57600,90200
2445,0,736200,433800,95200,83200,91700
2446,0,745500,461300,82500,61500,85500
2447,0,447000,204900,74200,66300,82700
2448,0,1276200,1044600,84700,44200,84300
2449,0,2671400,2375200,113800,68800,89600
2450,0,681000,365100,113700,63200,110300
2451,0,1216800,259100,689400,107600,88900
2452,0,3632400,3334000,103900,68100,88500
2453,0,2219100,1894000,125500,78700,81900
2454,0,2264000,1983400,92200,67300,95500
2455,0,3602800,3319300,102000,70000,87100
2456,0,2546300,2253700,103500,76700,85300
2457,0,2412900,2116200,97800,82700,87000
2458,0,2140600,1732500,185000,58400,85100
2459,0,1880100,1582700,99300,80600,85400
2460,0,1300600,1024500,113600,53400,89700
2461,0,2851100,2568800,98100,68500,94200
2462,0,1560900,1302000,87200,65200,88200
2463,0,896400,629700,88400,76500,82000
2464,0,899800,651700,88400,47500,89200
2465,0,570800,314000,79100,65200,90900
2466,0,691900,404800,75900,60000,90500
2467,0,2198500,1929500,81100,78700,85800
2468,0,599200,300200,113300,57900,104100
2469,0,578400,256600,143900,69000,86800
2470,0,604800,328400,88400,59300,83000
2471,0,522900,236400,98300,69200,91100
2472,0,554400,296200,88000,59800,88200
2473,0,2207200,1948100,82700,68800,85400
2474,0,601400,339900,90500,66500,82700
2475,0,609300,321500,100500,71800,87500
2476,0,589300,321500,96100,52400,88600
2477,0,511500,248200,89100,65700,85900
2478,0,545800,286600,76600,47200,85800
2479,0,2445400,2165500,108300,47900,87200
2480,0,621400,343900,87400,62900,101000
2481,0,949900,311400,417200,76500,93300
2482,0,1188800,924300,84300,50100,88300
2483,0,554500,308300,90600,64800,74700
2484,0,696000,393500,146500,43700,87500
2485,0,2435900,2134100,90300,77200,109000
2486,0,1839800,1552400,108500,64100,89500
2487,0,1678600,1408200,89300,72300,79900
2488,0,1656600,1377400,86900,56900,107500
2489,0,850800,581700,87800,65100,83200
